model,variant,C,p_star_kind,date,kind,daytype,op_prev,op_next,prev_day_max,temp_mean,prod_sum,risk_cal,M_true
B1,main,C90,pstar,2021.08.11,FN,wk,1,1,195.0,25.266666666666666,19587.0,7.994035049460205e-11,218.0
B1,main,C90,pstar,2021.08.12,TN,wk,1,1,218.0,24.862499999999997,22339.0,0.04638846317939202,199.0
B1,main,C90,pstar,2021.08.13,TN,wk,1,1,199.0,24.5625,17668.0,1.1138131547780839e-12,207.0
B1,main,C90,pstar,2021.08.14,TN,sat,1,0,207.0,23.329166666666666,1529.0,1.70825312290278e-14,108.0
B1,main,C90,pstar,2021.08.15,TN,sun,1,1,108.0,23.09583333333333,0.0,3.353286299052266e-21,28.0
B1,main,C90,pstar,2021.08.16,FP,wk,0,1,28.0,23.620833333333334,10238.0,0.9997639510648556,190.0
B1,main,C90,pstar,2021.08.17,TN,wk,1,1,190.0,22.42083333333333,29279.0,0.08542645628503041,173.0
B1,main,C90,pstar,2021.08.18,FP,wk,1,1,173.0,22.883333333333336,20063.0,0.14493408217537967,188.0
B1,main,C90,pstar,2021.08.19,FP,wk,1,1,188.0,23.46666666666667,25976.0,0.14485139641062847,188.0
B1,main,C90,pstar,2021.08.20,FP,wk,1,1,188.0,23.879166666666663,25213.0,0.14420172696589514,193.0
B1,main,C90,pstar,2021.08.21,TN,sat,1,0,193.0,23.45,3794.0,0.0000214307621580385,110.0
B1,main,C90,pstar,2021.08.22,TN,sun,1,1,110.0,26.608333333333334,0.0,8.144706408756488e-10,27.0
B1,main,C90,pstar,2021.08.23,FP,wk,0,1,27.0,23.425,16580.0,0.14366649914467403,196.0
B1,main,C90,pstar,2021.08.24,TN,wk,1,1,196.0,26.054166666666664,16955.0,0.0775643348553901,201.0
B1,main,C90,pstar,2021.08.25,FP,wk,1,1,201.0,25.200000000000003,22076.0,0.14333258310995398,189.0
B1,main,C90,pstar,2021.08.26,FP,wk,1,1,189.0,27.133333333333336,20064.0,0.14459987296613683,202.0
B1,main,C90,pstar,2021.08.27,TN,wk,1,1,202.0,25.8,25769.0,0.14254865333043018,190.0
B1,main,C90,pstar,2021.08.30,FP,wk,0,1,41.0,25.15416666666667,10719.0,0.14365827029450068,186.0
B1,main,C90,pstar,2021.08.31,TN,wk,1,1,186.0,23.941666666666663,16443.0,0.1356360435781692,187.0
