model,variant,fold,stratum,metric,value,n
B1,protoA,f1,nonop,brier_raw_C90,2.4913587898517957e-6,2
B1,protoA,f1,nonop,auc_C90,NaN,2
B1,protoA,f1,nonop,n_events_C90,0.0,2
B1,protoA,f1,nonop,brier_mean_raw,0.0006159053620773051,2
B1,protoA,f1,nonop,nll,NaN,0
B1,protoA,f2,all,peak_mae,45.25070709832478,13
B1,protoA,f2,all,peak_hit2,0.3076923076923077,13
B1,protoA,f2,all,brier_raw_C50,0.07052847737879478,13
B1,protoA,f2,all,auc_C50,1.0,13
B1,protoA,f2,all,n_events_C50,7.0,13
B1,protoA,f2,all,brier_raw_C75,0.16089123289585194,13
B1,protoA,f2,all,auc_C75,0.7976190476190477,13
B1,protoA,f2,all,n_events_C75,7.0,13
B1,protoA,f2,all,brier_raw_C90,0.1492558917379198,13
B1,protoA,f2,all,auc_C90,0.9523809523809523,13
B1,protoA,f2,all,n_events_C90,7.0,13
B1,protoA,f2,all,brier_mean_raw,0.12689186733752217,13
B1,protoA,f2,all,nll,NaN,0
B1,protoA,f2,op,peak_mae,14.520887266739999,8
B1,protoA,f2,op,peak_hit2,0.5,8
B1,protoA,f2,op,brier_raw_C50,0.011495425301202025,8
B1,protoA,f2,op,auc_C50,1.0,8
B1,protoA,f2,op,n_events_C50,7.0,8
B1,protoA,f2,op,brier_raw_C75,0.13007501475956282,8
B1,protoA,f2,op,auc_C75,1.0,8
B1,protoA,f2,op,n_events_C75,7.0,8
B1,protoA,f2,op,brier_raw_C90,0.2200125751386807,8
B1,protoA,f2,op,auc_C90,1.0,8
B1,protoA,f2,op,n_events_C90,7.0,8
B1,protoA,f2,op,brier_mean_raw,0.12052767173314852,8
B1,protoA,f2,op,nll,NaN,0
B1,protoA,f2,nonop,peak_mae,94.41841882886044,5
B1,protoA,f2,nonop,peak_hit2,0.0,5
B1,protoA,f2,nonop,brier_raw_C50,0.16498136070294317,5
B1,protoA,f2,nonop,auc_C50,NaN,5
B1,protoA,f2,nonop,n_events_C50,0.0,5
B1,protoA,f2,nonop,brier_raw_C75,0.21019718191391457,5
B1,protoA,f2,nonop,auc_C75,NaN,5
B1,protoA,f2,nonop,n_events_C75,0.0,5
B1,protoA,f2,nonop,brier_raw_C90,0.036045198296702344,5
B1,protoA,f2,nonop,auc_C90,NaN,5
B1,protoA,f2,nonop,n_events_C90,0.0,5
B1,protoA,f2,nonop,brier_mean_raw,0.13707458030452005,5
B1,protoA,f2,nonop,nll,NaN,0
B1,protoA,f3,all,peak_mae,46.32546575270383,14
B1,protoA,f3,all,peak_hit2,0.14285714285714285,14
B1,protoA,f3,all,brier_raw_C50,0.2297854818561622,14
B1,protoA,f3,all,auc_C50,0.7916666666666666,14
B1,protoA,f3,all,n_events_C50,6.0,14
B1,protoA,f3,all,brier_raw_C75,0.2477877557746004,14
B1,protoA,f3,all,auc_C75,0.6,14
B1,protoA,f3,all,n_events_C75,4.0,14
B1,protoA,f3,all,brier_raw_C90,0.14510136623655545,14
B1,protoA,f3,all,auc_C90,0.3333333333333333,14
B1,protoA,f3,all,n_events_C90,2.0,14
B1,protoA,f3,all,brier_mean_raw,0.20755820128910601,14
B1,protoA,f3,all,nll,NaN,0
B1,protoA,f3,op,peak_mae,25.185547253423504,8
B1,protoA,f3,op,peak_hit2,0.25,8
B1,protoA,f3,op,brier_raw_C50,0.38532024946681676,8
B1,protoA,f3,op,auc_C50,0.4166666666666667,8
B1,protoA,f3,op,n_events_C50,6.0,8
B1,protoA,f3,op,brier_raw_C75,0.41076618680639976,8
B1,protoA,f3,op,auc_C75,0.375,8
B1,protoA,f3,op,n_events_C75,4.0,8
B1,protoA,f3,op,brier_raw_C90,0.2501361561654899,8
B1,protoA,f3,op,auc_C90,0.08333333333333333,8
B1,protoA,f3,op,n_events_C90,2.0,8
B1,protoA,f3,op,brier_mean_raw,0.3487408641462354,8
B1,protoA,f3,op,nll,NaN,0
B1,protoA,f3,nonop,peak_mae,74.51202375174424,6
B1,protoA,f3,nonop,peak_hit2,0.0,6
B1,protoA,f3,nonop,brier_raw_C50,0.022405791708622846,6
B1,protoA,f3,nonop,auc_C50,NaN,6
B1,protoA,f3,nonop,n_events_C50,0.0,6
B1,protoA,f3,nonop,brier_raw_C75,0.030483181065534604,6
B1,protoA,f3,nonop,auc_C75,NaN,6
B1,protoA,f3,nonop,n_events_C75,0.0,6
B1,protoA,f3,nonop,brier_raw_C90,0.005054979664642812,6
B1,protoA,f3,nonop,auc_C90,NaN,6
B1,protoA,f3,nonop,n_events_C90,0.0,6
B1,protoA,f3,nonop,brier_mean_raw,0.019314650812933414,6
B1,protoA,f3,nonop,nll,NaN,0
B1,protoA,f4,all,peak_mae,10.06448781942793,12
B1,protoA,f4,all,peak_hit2,0.16666666666666666,12
B1,protoA,f4,all,brier_raw_C50,0.12816816579073873,12
B1,protoA,f4,all,auc_C50,1.0,12
B1,protoA,f4,all,n_events_C50,10.0,12
B1,protoA,f4,all,brier_raw_C75,0.21885068502926583,12
B1,protoA,f4,all,auc_C75,0.55,12
B1,protoA,f4,all,n_events_C75,2.0,12
B1,protoA,f4,all,brier_raw_C90,0.0020572477131184704,12
B1,protoA,f4,all,auc_C90,NaN,12
B1,protoA,f4,all,n_events_C90,0.0,12
B1,protoA,f4,all,brier_mean_raw,0.11635869951104104,12
B1,protoA,f4,all,nll,NaN,0
B1,protoA,f4,op,peak_mae,10.885730856783374,11
B1,protoA,f4,op,peak_hit2,0.18181818181818182,11
B1,protoA,f4,op,brier_raw_C50,0.1398055201711837,11
B1,protoA,f4,op,auc_C50,1.0,11
B1,protoA,f4,op,n_events_C50,10.0,11
B1,protoA,f4,op,brier_raw_C75,0.23874099885670333,11
B1,protoA,f4,op,auc_C75,0.5,11
B1,protoA,f4,op,n_events_C75,2.0,11
B1,protoA,f4,op,brier_raw_C90,0.0022442235009379765,11
B1,protoA,f4,op,auc_C90,NaN,11
B1,protoA,f4,op,n_events_C90,0.0,11
B1,protoA,f4,op,brier_mean_raw,0.12693024750960832,11
B1,protoA,f4,op,nll,NaN,0
B1,protoA,f4,nonop,peak_mae,1.0308144085180402,1
B1,protoA,f4,nonop,peak_hit2,0.0,1
B1,protoA,f4,nonop,brier_raw_C50,0.00015726760584413026,1
B1,protoA,f4,nonop,auc_C50,NaN,1
B1,protoA,f4,nonop,n_events_C50,0.0,1
B1,protoA,f4,nonop,brier_raw_C75,0.000057232927453725266,1
B1,protoA,f4,nonop,auc_C75,NaN,1
B1,protoA,f4,nonop,n_events_C75,0.0,1
B1,protoA,f4,nonop,brier_raw_C90,5.140471039010286e-7,1
B1,protoA,f4,nonop,auc_C90,NaN,1
B1,protoA,f4,nonop,n_events_C90,0.0,1
B1,protoA,f4,nonop,brier_mean_raw,0.00007167152680058552,1
B1,protoA,f4,nonop,nll,NaN,0
B1,protoA,pooled,all,peak_mae,33.07085084778534,51
B1,protoA,pooled,all,peak_hit2,0.19607843137254902,51
B1,protoA,pooled,all,brier_raw_C50,0.14484153052173696,51
B1,protoA,pooled,all,auc_C50,0.9096774193548387,51
B1,protoA,pooled,all,n_events_C50,31.0,51
B1,protoA,pooled,all,brier_raw_C75,0.28758067239516655,51
B1,protoA,pooled,all,auc_C75,0.6880952380952381,51
B1,protoA,pooled,all,n_events_C75,21.0,51
B1,protoA,pooled,all,brier_raw_C90,0.15077209981960824,51
B1,protoA,pooled,all,auc_C90,0.7489878542510121,51
B1,protoA,pooled,all,n_events_C90,13.0,51
B1,protoA,pooled,all,brier_mean_raw,0.19439810091217058,51
B1,protoA,pooled,all,nll,NaN,0
B1,protoA,pooled,op,peak_mae,16.59095471168623,37
B1,protoA,pooled,op,peak_hit2,0.2702702702702703,37
B1,protoA,pooled,op,brier_raw_C50,0.17362400343388143,37
B1,protoA,pooled,op,auc_C50,0.8548387096774194,37
B1,protoA,pooled,op,n_events_C50,31.0,37
B1,protoA,pooled,op,brier_raw_C75,0.3630354789727311,37
B1,protoA,pooled,op,auc_C75,0.6071428571428571,37
B1,protoA,pooled,op,n_events_C75,21.0,37
B1,protoA,pooled,op,brier_raw_C90,0.20213015471794507,37
B1,protoA,pooled,op,auc_C90,0.7243589743589743,37
B1,protoA,pooled,op,n_events_C90,13.0,37
B1,protoA,pooled,op,brier_mean_raw,0.24626321237485257,37
B1,protoA,pooled,op,nll,NaN,0
B1,protoA,pooled,nonop,peak_mae,76.62486206461871,14
B1,protoA,pooled,nonop,peak_hit2,0.0,14
B1,protoA,pooled,nonop,brier_raw_C50,0.06877356639678364,14
B1,protoA,pooled,nonop,auc_C50,NaN,14
B1,protoA,pooled,nonop,n_events_C50,0.0,14
B1,protoA,pooled,nonop,brier_raw_C75,0.088164397868746,14
B1,protoA,pooled,nonop,auc_C75,NaN,14
B1,protoA,pooled,nonop,n_events_C75,0.0,14
B1,protoA,pooled,nonop,brier_raw_C90,0.015040097588289444,14
B1,protoA,pooled,nonop,auc_C90,NaN,14
B1,protoA,pooled,nonop,n_events_C90,0.0,14
B1,protoA,pooled,nonop,brier_mean_raw,0.05732602061793969,14
B1,protoA,pooled,nonop,nll,NaN,0
B4,protoA,f1,all,peak_mae,17.15931288401286,12
B4,protoA,f1,all,peak_hit2,0.3333333333333333,12
B4,protoA,f1,all,brier_raw_C50,0.06008564583333334,12
B4,protoA,f1,all,auc_C50,1.0,12
B4,protoA,f1,all,n_events_C50,8.0,12
B4,protoA,f1,all,brier_raw_C75,0.15935616666666666,12
B4,protoA,f1,all,auc_C75,1.0,12
B4,protoA,f1,all,n_events_C75,8.0,12
B4,protoA,f1,all,brier_raw_C90,0.17707889583333333,12
B4,protoA,f1,all,auc_C90,0.84375,12
B4,protoA,f1,all,n_events_C90,4.0,12
B4,protoA,f1,all,brier_mean_raw,0.13217356944444444,12
B4,protoA,f1,all,nll,3.4639018972714744,1152
B4,protoA,f1,op,peak_mae,13.039802551269531,10
B4,protoA,f1,op,peak_hit2,0.4,10
B4,protoA,f1,op,brier_raw_C50,0.07210277500000001,10
B4,protoA,f1,op,auc_C50,1.0,10
B4,protoA,f1,op,n_events_C50,8.0,10
B4,protoA,f1,op,brier_raw_C75,0.1912274,10
B4,protoA,f1,op,auc_C75,1.0,10
B4,protoA,f1,op,n_events_C75,8.0,10
B4,protoA,f1,op,brier_raw_C90,0.212494675,10
B4,protoA,f1,op,auc_C90,0.7916666666666666,10
B4,protoA,f1,op,n_events_C90,4.0,10
B4,protoA,f1,op,brier_mean_raw,0.15860828333333332,10
B4,protoA,f1,op,nll,3.572827410697937,960
B4,protoA,f1,nonop,peak_mae,37.75686454772949,2
B4,protoA,f1,nonop,peak_hit2,0.0,2
B4,protoA,f1,nonop,brier_raw_C50,0.0,2
B4,protoA,f1,nonop,auc_C50,NaN,2
B4,protoA,f1,nonop,n_events_C50,0.0,2
B4,protoA,f1,nonop,brier_raw_C75,0.0,2
B4,protoA,f1,nonop,auc_C75,NaN,2
B4,protoA,f1,nonop,n_events_C75,0.0,2
B4,protoA,f1,nonop,brier_raw_C90,0.0,2
B4,protoA,f1,nonop,auc_C90,NaN,2
B4,protoA,f1,nonop,n_events_C90,0.0,2
B4,protoA,f1,nonop,brier_mean_raw,0.0,2
B4,protoA,f1,nonop,nll,2.91927433013916,192
B4,protoA,f2,all,peak_mae,47.190218265240006,13
B4,protoA,f2,all,peak_hit2,0.15384615384615385,13
B4,protoA,f2,all,brier_raw_C50,0.13233407692307694,13
B4,protoA,f2,all,auc_C50,1.0,13
B4,protoA,f2,all,n_events_C50,7.0,13
B4,protoA,f2,all,brier_raw_C75,0.11662046153846156,13
B4,protoA,f2,all,auc_C75,1.0,13
B4,protoA,f2,all,n_events_C75,7.0,13
B4,protoA,f2,all,brier_raw_C90,0.17121609615384617,13
B4,protoA,f2,all,auc_C90,1.0,13
B4,protoA,f2,all,n_events_C90,7.0,13
B4,protoA,f2,all,brier_mean_raw,0.14005687820512822,13
B4,protoA,f2,all,nll,3.5094203582176795,1248
B4,protoA,f2,op,peak_mae,12.806828022003174,8
B4,protoA,f2,op,peak_hit2,0.25,8
B4,protoA,f2,op,brier_raw_C50,0.0034570624999999983,8
B4,protoA,f2,op,auc_C50,1.0,8
B4,protoA,f2,op,n_events_C50,7.0,8
B4,protoA,f2,op,brier_raw_C75,0.07965731250000002,8
B4,protoA,f2,op,auc_C75,1.0,8
B4,protoA,f2,op,n_events_C75,7.0,8
B4,protoA,f2,op,brier_raw_C90,0.22379446875,8
B4,protoA,f2,op,auc_C90,1.0,8
B4,protoA,f2,op,n_events_C90,7.0,8
B4,protoA,f2,op,brier_mean_raw,0.10230294791666666,8
B4,protoA,f2,op,nll,3.5621327459812164,768
B4,protoA,f2,nonop,peak_mae,102.20364265441894,5
B4,protoA,f2,nonop,peak_hit2,0.0,5
B4,protoA,f2,nonop,brier_raw_C50,0.33853730000000004,5
B4,protoA,f2,nonop,auc_C50,NaN,5
B4,protoA,f2,nonop,n_events_C50,0.0,5
B4,protoA,f2,nonop,brier_raw_C75,0.1757615,5
B4,protoA,f2,nonop,auc_C75,NaN,5
B4,protoA,f2,nonop,n_events_C75,0.0,5
B4,protoA,f2,nonop,brier_raw_C90,0.08709070000000001,5
B4,protoA,f2,nonop,auc_C90,NaN,5
B4,protoA,f2,nonop,n_events_C90,0.0,5
B4,protoA,f2,nonop,brier_mean_raw,0.20046316666666666,5
B4,protoA,f2,nonop,nll,3.4250805377960205,480
B4,protoA,f3,all,peak_mae,53.181281089782715,14
B4,protoA,f3,all,peak_hit2,0.2857142857142857,14
B4,protoA,f3,all,brier_raw_C50,0.22948687499999995,14
B4,protoA,f3,all,auc_C50,0.875,14
B4,protoA,f3,all,n_events_C50,6.0,14
B4,protoA,f3,all,brier_raw_C75,0.18929692857142857,14
B4,protoA,f3,all,auc_C75,0.975,14
B4,protoA,f3,all,n_events_C75,4.0,14
B4,protoA,f3,all,brier_raw_C90,0.11774944642857144,14
B4,protoA,f3,all,auc_C90,0.9583333333333334,14
B4,protoA,f3,all,n_events_C90,2.0,14
B4,protoA,f3,all,brier_mean_raw,0.1788444166666667,14
B4,protoA,f3,all,nll,3.498100059373038,1344
B4,protoA,f3,op,peak_mae,10.894821166992188,8
B4,protoA,f3,op,peak_hit2,0.5,8
B4,protoA,f3,op,brier_raw_C50,0.1120729375,8
B4,protoA,f3,op,auc_C50,0.5,8
B4,protoA,f3,op,n_events_C50,6.0,8
B4,protoA,f3,op,brier_raw_C75,0.2090006875,8
B4,protoA,f3,op,auc_C75,0.9375,8
B4,protoA,f3,op,n_events_C75,4.0,8
B4,protoA,f3,op,brier_raw_C90,0.17479825,8
B4,protoA,f3,op,auc_C90,0.9166666666666666,8
B4,protoA,f3,op,n_events_C90,2.0,8
B4,protoA,f3,op,brier_mean_raw,0.165290625,8
B4,protoA,f3,op,nll,3.5089916586875916,768
B4,protoA,f3,nonop,peak_mae,109.56322765350342,6
B4,protoA,f3,nonop,peak_hit2,0.0,6
B4,protoA,f3,nonop,brier_raw_C50,0.3860387916666666,6
B4,protoA,f3,nonop,auc_C50,NaN,6
B4,protoA,f3,nonop,n_events_C50,0.0,6
B4,protoA,f3,nonop,brier_raw_C75,0.16302524999999998,6
B4,protoA,f3,nonop,auc_C75,NaN,6
B4,protoA,f3,nonop,n_events_C75,0.0,6
B4,protoA,f3,nonop,brier_raw_C90,0.041684375,6
B4,protoA,f3,nonop,auc_C90,NaN,6
B4,protoA,f3,nonop,n_events_C90,0.0,6
B4,protoA,f3,nonop,brier_mean_raw,0.19691613888888893,6
B4,protoA,f3,nonop,nll,3.4835779269536338,576
B4,protoA,f4,all,peak_mae,8.6875851949056,12
B4,protoA,f4,all,peak_hit2,0.08333333333333333,12
B4,protoA,f4,all,brier_raw_C50,0.072499625,12
B4,protoA,f4,all,auc_C50,1.0,12
B4,protoA,f4,all,n_events_C50,10.0,12
B4,protoA,f4,all,brier_raw_C75,0.18006641666666667,12
B4,protoA,f4,all,auc_C75,0.45,12
B4,protoA,f4,all,n_events_C75,2.0,12
B4,protoA,f4,all,brier_raw_C90,0.0302916875,12
B4,protoA,f4,all,auc_C90,NaN,12
B4,protoA,f4,all,n_events_C90,0.0,12
B4,protoA,f4,all,brier_mean_raw,0.09428590972222221,12
B4,protoA,f4,all,nll,3.605816548725344,1272
B4,protoA,f4,op,peak_mae,5.742954600941051,11
B4,protoA,f4,op,peak_hit2,0.09090909090909091,11
B4,protoA,f4,op,brier_raw_C50,0.07909050000000001,11
B4,protoA,f4,op,auc_C50,1.0,11
B4,protoA,f4,op,n_events_C50,10.0,11
B4,protoA,f4,op,brier_raw_C75,0.19643609090909092,11
B4,protoA,f4,op,auc_C75,0.3888888888888889,11
B4,protoA,f4,op,n_events_C75,2.0,11
B4,protoA,f4,op,brier_raw_C90,0.033045477272727275,11
B4,protoA,f4,op,auc_C90,NaN,11
B4,protoA,f4,op,n_events_C90,0.0,11
B4,protoA,f4,op,brier_mean_raw,0.10285735606060609,11
B4,protoA,f4,op,nll,3.694700645511146,1126
B4,protoA,f4,nonop,peak_mae,41.078521728515625,1
B4,protoA,f4,nonop,peak_hit2,0.0,1
B4,protoA,f4,nonop,brier_raw_C50,0.0,1
B4,protoA,f4,nonop,auc_C50,NaN,1
B4,protoA,f4,nonop,n_events_C50,0.0,1
B4,protoA,f4,nonop,brier_raw_C75,0.0,1
B4,protoA,f4,nonop,auc_C75,NaN,1
B4,protoA,f4,nonop,n_events_C75,0.0,1
B4,protoA,f4,nonop,brier_raw_C90,0.0,1
B4,protoA,f4,nonop,auc_C90,NaN,1
B4,protoA,f4,nonop,n_events_C90,0.0,1
B4,protoA,f4,nonop,brier_mean_raw,0.0,1
B4,protoA,f4,nonop,nll,2.9203131721444326,146
B4,protoA,pooled,all,peak_mae,32.70928528729607,51
B4,protoA,pooled,all,peak_hit2,0.21568627450980393,51
B4,protoA,pooled,all,brier_raw_C50,0.12792514705882352,51
B4,protoA,pooled,all,auc_C50,0.8048387096774193,51
B4,protoA,pooled,all,n_events_C50,31.0,51
B4,protoA,pooled,all,brier_raw_C75,0.16155478431372547,51
B4,protoA,pooled,all,auc_C75,0.8412698412698413,51
B4,protoA,pooled,all,n_events_C75,21.0,51
B4,protoA,pooled,all,brier_raw_C90,0.12475977450980391,51
B4,protoA,pooled,all,auc_C90,0.9534412955465587,51
B4,protoA,pooled,all,n_events_C90,13.0,51
B4,protoA,pooled,all,brier_mean_raw,0.13807990196078432,51
B4,protoA,pooled,all,nll,3.5203781344673852,5016
B4,protoA,pooled,op,peak_mae,10.356316746892157,37
B4,protoA,pooled,op,peak_hit2,0.2972972972972973,37
B4,protoA,pooled,op,brier_raw_C50,0.06798008783783785,37
B4,protoA,pooled,op,auc_C50,0.8709677419354839,37
B4,protoA,pooled,op,n_events_C50,31.0,37
B4,protoA,pooled,op,brier_raw_C75,0.17249554054054056,37
B4,protoA,pooled,op,auc_C75,0.875,37
B4,protoA,pooled,op,n_events_C75,21.0,37
B4,protoA,pooled,op,brier_raw_C90,0.15343753378378377,37
B4,protoA,pooled,op,auc_C90,0.9647435897435898,37
B4,protoA,pooled,op,n_events_C90,13.0,37
B4,protoA,pooled,op,brier_mean_raw,0.13130438738738742,37
B4,protoA,pooled,op,nll,3.5949118674492584,3622
B4,protoA,pooled,nonop,peak_mae,91.78498785836356,14
B4,protoA,pooled,nonop,peak_hit2,0.0,14
B4,protoA,pooled,nonop,brier_raw_C50,0.286351375,14
B4,protoA,pooled,nonop,auc_C50,NaN,14
B4,protoA,pooled,nonop,n_events_C50,0.0,14
B4,protoA,pooled,nonop,brier_raw_C75,0.13263992857142856,14
B4,protoA,pooled,nonop,auc_C75,NaN,14
B4,protoA,pooled,nonop,n_events_C75,0.0,14
B4,protoA,pooled,nonop,brier_raw_C90,0.048968553571428576,14
B4,protoA,pooled,nonop,auc_C90,NaN,14
B4,protoA,pooled,nonop,n_events_C90,0.0,14
B4,protoA,pooled,nonop,brier_mean_raw,0.15598661904761904,14
B4,protoA,pooled,nonop,nll,3.326718750779906,1394
B4,K2,f1,all,peak_mae,11.109851996103922,12
B4,K2,f1,all,peak_hit2,0.3333333333333333,12
B4,K2,f1,all,brier_raw_C50,0.03416439583333334,12
B4,K2,f1,all,auc_C50,1.0,12
B4,K2,f1,all,n_events_C50,8.0,12
B4,K2,f1,all,brier_raw_C75,0.12125177083333333,12
B4,K2,f1,all,auc_C75,1.0,12
B4,K2,f1,all,n_events_C75,8.0,12
B4,K2,f1,all,brier_raw_C90,0.1757094375,12
B4,K2,f1,all,auc_C90,0.875,12
B4,K2,f1,all,n_events_C90,4.0,12
B4,K2,f1,all,brier_mean_raw,0.1103752013888889,12
B4,K2,f1,all,nll,3.3363170425097146,1152
B4,K2,f1,op,peak_mae,12.304476165771485,10
B4,K2,f1,op,peak_hit2,0.4,10
B4,K2,f1,op,brier_raw_C50,0.04099727500000001,10
B4,K2,f1,op,auc_C50,1.0,10
B4,K2,f1,op,n_events_C50,8.0,10
B4,K2,f1,op,brier_raw_C75,0.14550212499999998,10
B4,K2,f1,op,auc_C75,1.0,10
B4,K2,f1,op,n_events_C75,8.0,10
B4,K2,f1,op,brier_raw_C90,0.210851325,10
B4,K2,f1,op,auc_C90,0.8333333333333334,10
B4,K2,f1,op,n_events_C90,4.0,10
B4,K2,f1,op,brier_mean_raw,0.1324502416666667,10
B4,K2,f1,op,nll,3.596344304084778,960
B4,K2,f1,nonop,peak_mae,5.136731147766113,2
B4,K2,f1,nonop,peak_hit2,0.0,2
B4,K2,f1,nonop,brier_raw_C50,0.0,2
B4,K2,f1,nonop,auc_C50,NaN,2
B4,K2,f1,nonop,n_events_C50,0.0,2
B4,K2,f1,nonop,brier_raw_C75,0.0,2
B4,K2,f1,nonop,auc_C75,NaN,2
B4,K2,f1,nonop,n_events_C75,0.0,2
B4,K2,f1,nonop,brier_raw_C90,0.0,2
B4,K2,f1,nonop,auc_C90,NaN,2
B4,K2,f1,nonop,n_events_C90,0.0,2
B4,K2,f1,nonop,brier_mean_raw,0.0,2
B4,K2,f1,nonop,nll,2.0361807346343994,192
B4,K2,f2,all,peak_mae,9.343546647291918,13
B4,K2,f2,all,peak_hit2,0.15384615384615385,13
B4,K2,f2,all,brier_raw_C50,0.002558038461538462,13
B4,K2,f2,all,auc_C50,1.0,13
B4,K2,f2,all,n_events_C50,7.0,13
B4,K2,f2,all,brier_raw_C75,0.024382711538461537,13
B4,K2,f2,all,auc_C75,1.0,13
B4,K2,f2,all,n_events_C75,7.0,13
B4,K2,f2,all,brier_raw_C90,0.0743253653846154,13
B4,K2,f2,all,auc_C90,1.0,13
B4,K2,f2,all,n_events_C90,7.0,13
B4,K2,f2,all,brier_mean_raw,0.03375537179487179,13
B4,K2,f2,all,nll,2.929413153575017,1248
B4,K2,f2,op,peak_mae,9.435918807983398,8
B4,K2,f2,op,peak_hit2,0.25,8
B4,K2,f2,op,brier_raw_C50,0.004156812500000001,8
B4,K2,f2,op,auc_C50,1.0,8
B4,K2,f2,op,n_events_C50,7.0,8
B4,K2,f2,op,brier_raw_C75,0.03962190625,8
B4,K2,f2,op,auc_C75,1.0,8
B4,K2,f2,op,n_events_C75,7.0,8
B4,K2,f2,op,brier_raw_C90,0.12077871875000001,8
B4,K2,f2,op,auc_C90,1.0,8
B4,K2,f2,op,n_events_C90,7.0,8
B4,K2,f2,op,brier_mean_raw,0.05485247916666667,8
B4,K2,f2,op,nll,3.543759673833847,768
B4,K2,f2,nonop,peak_mae,9.195751190185547,5
B4,K2,f2,nonop,peak_hit2,0.0,5
B4,K2,f2,nonop,brier_raw_C50,0.0,5
B4,K2,f2,nonop,auc_C50,NaN,5
B4,K2,f2,nonop,n_events_C50,0.0,5
B4,K2,f2,nonop,brier_raw_C75,0.0,5
B4,K2,f2,nonop,auc_C75,NaN,5
B4,K2,f2,nonop,n_events_C75,0.0,5
B4,K2,f2,nonop,brier_raw_C90,0.0,5
B4,K2,f2,nonop,auc_C90,NaN,5
B4,K2,f2,nonop,n_events_C90,0.0,5
B4,K2,f2,nonop,brier_mean_raw,0.0,5
B4,K2,f2,nonop,nll,1.9464587211608886,480
B4,K2,f3,all,peak_mae,11.963022777012416,14
B4,K2,f3,all,peak_hit2,0.2857142857142857,14
B4,K2,f3,all,brier_raw_C50,0.06810851785714286,14
B4,K2,f3,all,auc_C50,0.8854166666666666,14
B4,K2,f3,all,n_events_C50,6.0,14
B4,K2,f3,all,brier_raw_C75,0.14175096428571426,14
B4,K2,f3,all,auc_C75,0.9,14
B4,K2,f3,all,n_events_C75,4.0,14
B4,K2,f3,all,brier_raw_C90,0.12915764285714287,14
B4,K2,f3,all,auc_C90,0.7916666666666666,14
B4,K2,f3,all,n_events_C90,2.0,14
B4,K2,f3,all,brier_mean_raw,0.11300570833333334,14
B4,K2,f3,all,nll,2.783801019191742,1344
B4,K2,f3,op,peak_mae,14.648516178131104,8
B4,K2,f3,op,peak_hit2,0.5,8
B4,K2,f3,op,brier_raw_C50,0.11918990625,8
B4,K2,f3,op,auc_C50,0.5416666666666666,8
B4,K2,f3,op,n_events_C50,6.0,8
B4,K2,f3,op,brier_raw_C75,0.24806418749999998,8
B4,K2,f3,op,auc_C75,0.75,8
B4,K2,f3,op,n_events_C75,4.0,8
B4,K2,f3,op,brier_raw_C90,0.22602587500000004,8
B4,K2,f3,op,auc_C90,0.5833333333333334,8
B4,K2,f3,op,n_events_C90,2.0,8
B4,K2,f3,op,brier_mean_raw,0.19775998958333335,8
B4,K2,f3,op,nll,3.5412724912166595,768
B4,K2,f3,nonop,peak_mae,8.382364908854166,6
B4,K2,f3,nonop,peak_hit2,0.0,6
B4,K2,f3,nonop,brier_raw_C50,0.0,6
B4,K2,f3,nonop,auc_C50,NaN,6
B4,K2,f3,nonop,n_events_C50,0.0,6
B4,K2,f3,nonop,brier_raw_C75,0.0,6
B4,K2,f3,nonop,auc_C75,NaN,6
B4,K2,f3,nonop,n_events_C75,0.0,6
B4,K2,f3,nonop,brier_raw_C90,0.0,6
B4,K2,f3,nonop,auc_C90,NaN,6
B4,K2,f3,nonop,n_events_C90,0.0,6
B4,K2,f3,nonop,brier_mean_raw,0.0,6
B4,K2,f3,nonop,nll,1.7738390564918518,576
B4,K2,f4,all,peak_mae,27.166463295618694,12
B4,K2,f4,all,peak_hit2,0.08333333333333333,12
B4,K2,f4,all,brier_raw_C50,0.00025874999999999987,12
B4,K2,f4,all,auc_C50,1.0,12
B4,K2,f4,all,n_events_C50,10.0,12
B4,K2,f4,all,brier_raw_C75,0.5588146041666666,12
B4,K2,f4,all,auc_C75,0.325,12
B4,K2,f4,all,n_events_C75,2.0,12
B4,K2,f4,all,brier_raw_C90,0.4494593125,12
B4,K2,f4,all,auc_C90,NaN,12
B4,K2,f4,all,n_events_C90,0.0,12
B4,K2,f4,all,brier_mean_raw,0.33617755555555556,12
B4,K2,f4,all,nll,3.5502802770842545,1272
B4,K2,f4,op,peak_mae,29.280500932173297,11
B4,K2,f4,op,peak_hit2,0.09090909090909091,11
B4,K2,f4,op,brier_raw_C50,0.0002822727272727271,11
B4,K2,f4,op,auc_C50,1.0,11
B4,K2,f4,op,n_events_C50,10.0,11
B4,K2,f4,op,brier_raw_C75,0.6096159318181817,11
B4,K2,f4,op,auc_C75,0.25,11
B4,K2,f4,op,n_events_C75,2.0,11
B4,K2,f4,op,brier_raw_C90,0.49031925,11
B4,K2,f4,op,auc_C90,NaN,11
B4,K2,f4,op,n_events_C90,0.0,11
B4,K2,f4,op,brier_mean_raw,0.3667391515151515,11
B4,K2,f4,op,nll,3.7714325301812344,1126
B4,K2,f4,nonop,peak_mae,3.9120492935180664,1
B4,K2,f4,nonop,peak_hit2,0.0,1
B4,K2,f4,nonop,brier_raw_C50,0.0,1
