model,variant,fold,stratum,metric,value,n
BB,main,f1,nonop,recall_C75_p05,NaN,2
BB,main,f1,nonop,f1_C75_p05,NaN,2
BB,main,f1,nonop,fn_C75_p05,0.0,2
BB,main,f1,nonop,fp_C75_p05,0.0,2
BB,main,f1,nonop,precision_C75_pstar,0.0,2
BB,main,f1,nonop,recall_C75_pstar,NaN,2
BB,main,f1,nonop,f1_C75_pstar,NaN,2
BB,main,f1,nonop,fn_C75_pstar,0.0,2
BB,main,f1,nonop,fp_C75_pstar,2.0,2
BB,main,f1,nonop,bss_cond_C90,NaN,2
BB,main,f1,nonop,brier_clim_C90,0.00591715976331361,2
BB,main,f1,nonop,brier_climcond_C90,0.0,2
BB,main,f1,nonop,precision_C90_p05,NaN,2
BB,main,f1,nonop,recall_C90_p05,NaN,2
BB,main,f1,nonop,f1_C90_p05,NaN,2
BB,main,f1,nonop,fn_C90_p05,0.0,2
BB,main,f1,nonop,fp_C90_p05,0.0,2
BB,main,f1,nonop,precision_C90_pstar,0.0,2
BB,main,f1,nonop,recall_C90_pstar,NaN,2
BB,main,f1,nonop,f1_C90_pstar,NaN,2
BB,main,f1,nonop,fn_C90_pstar,0.0,2
BB,main,f1,nonop,fp_C90_pstar,2.0,2
BB,main,f2,all,brier_mean_platt,0.3014118795694181,13
BB,main,f2,all,brier_platt_C50,0.24960749649410177,13
BB,main,f2,all,brier_platt_C75,0.24960749649410177,13
BB,main,f2,all,brier_platt_C90,0.4050206457200509,13
BB,main,f2,all,bss_cond_C50,-1.247702582505719,13
BB,main,f2,all,brier_clim_C50,0.26697977347328,13
BB,main,f2,all,brier_climcond_C50,0.11105005548191413,13
BB,main,f2,all,precision_C50_p05,0.5384615384615384,13
BB,main,f2,all,recall_C50_p05,1.0,13
BB,main,f2,all,f1_C50_p05,0.7,13
BB,main,f2,all,fn_C50_p05,0.0,13
BB,main,f2,all,fp_C50_p05,6.0,13
BB,main,f2,all,precision_C50_pstar,0.5384615384615384,13
BB,main,f2,all,recall_C50_pstar,1.0,13
BB,main,f2,all,f1_C50_pstar,0.7,13
BB,main,f2,all,fn_C50_pstar,0.0,13
BB,main,f2,all,fp_C50_pstar,6.0,13
BB,main,f2,all,bss_cond_C75,0.14389809810508936,13
BB,main,f2,all,brier_clim_C75,0.3666203925944187,13
BB,main,f2,all,brier_climcond_C75,0.29156283374866504,13
BB,main,f2,all,precision_C75_p05,0.5384615384615384,13
BB,main,f2,all,recall_C75_p05,1.0,13
BB,main,f2,all,f1_C75_p05,0.7,13
BB,main,f2,all,fn_C75_p05,0.0,13
BB,main,f2,all,fp_C75_p05,6.0,13
BB,main,f2,all,precision_C75_pstar,0.5384615384615384,13
BB,main,f2,all,recall_C75_pstar,1.0,13
BB,main,f2,all,f1_C75_pstar,0.7,13
BB,main,f2,all,fn_C75_pstar,0.0,13
BB,main,f2,all,fp_C75_pstar,6.0,13
BB,main,f2,all,bss_cond_C90,0.001475903337895268,13
BB,main,f2,all,brier_clim_C90,0.44882390336935774,13
BB,main,f2,all,brier_climcond_C90,0.4056193005997208,13
BB,main,f2,all,precision_C90_p05,NaN,13
BB,main,f2,all,recall_C90_p05,0.0,13
BB,main,f2,all,f1_C90_p05,0.0,13
BB,main,f2,all,fn_C90_p05,7.0,13
BB,main,f2,all,fp_C90_p05,0.0,13
BB,main,f2,all,precision_C90_pstar,0.5384615384615384,13
BB,main,f2,all,recall_C90_pstar,1.0,13
BB,main,f2,all,f1_C90_pstar,0.7,13
BB,main,f2,all,fn_C90_pstar,0.0,13
BB,main,f2,all,fp_C90_pstar,6.0,13
BB,main,f2,op,brier_mean_platt,0.3494882439384428,8
BB,main,f2,op,brier_platt_C50,0.2015309697870204,8
BB,main,f2,op,brier_platt_C75,0.2015309697870204,8
BB,main,f2,op,brier_platt_C90,0.6454027922412877,8
BB,main,f2,op,bss_cond_C50,-0.11678519918139196,8
BB,main,f2,op,brier_clim_C50,0.3325392140327205,8
BB,main,f2,op,brier_climcond_C50,0.18045634015811046,8
BB,main,f2,op,precision_C50_p05,0.875,8
BB,main,f2,op,recall_C50_p05,1.0,8
BB,main,f2,op,f1_C50_p05,0.9333333333333333,8
BB,main,f2,op,fn_C50_p05,0.0,8
BB,main,f2,op,fp_C50_p05,1.0,8
BB,main,f2,op,precision_C50_pstar,0.875,8
BB,main,f2,op,recall_C50_pstar,1.0,8
BB,main,f2,op,f1_C50_pstar,0.9333333333333333,8
BB,main,f2,op,fn_C50_pstar,0.0,8
BB,main,f2,op,fp_C50_pstar,1.0,8
BB,main,f2,op,bss_cond_C75,0.5746403725881543,8
BB,main,f2,op,brier_clim_C75,0.572039973013999,8
BB,main,f2,op,brier_climcond_C75,0.4737896048415807,8
BB,main,f2,op,precision_C75_p05,0.875,8
BB,main,f2,op,recall_C75_p05,1.0,8
BB,main,f2,op,f1_C75_p05,0.9333333333333333,8
BB,main,f2,op,fn_C75_p05,0.0,8
BB,main,f2,op,fp_C75_p05,1.0,8
BB,main,f2,op,precision_C75_pstar,0.875,8
BB,main,f2,op,recall_C75_pstar,1.0,8
BB,main,f2,op,f1_C75_pstar,0.9333333333333333,8
BB,main,f2,op,fn_C75_pstar,0.0,8
BB,main,f2,op,fp_C75_pstar,1.0,8
BB,main,f2,op,bss_cond_C90,0.0208282779336878,8
BB,main,f2,op,brier_clim_C90,0.7241735537190082,8
BB,main,f2,op,brier_climcond_C90,0.6591313634745462,8
BB,main,f2,op,precision_C90_p05,NaN,8
BB,main,f2,op,recall_C90_p05,0.0,8
BB,main,f2,op,f1_C90_p05,0.0,8
BB,main,f2,op,fn_C90_p05,7.0,8
BB,main,f2,op,fp_C90_p05,0.0,8
BB,main,f2,op,precision_C90_pstar,0.875,8
BB,main,f2,op,recall_C90_pstar,1.0,8
BB,main,f2,op,f1_C90_pstar,0.9333333333333333,8
BB,main,f2,op,fn_C90_pstar,0.0,8
BB,main,f2,op,fp_C90_pstar,1.0,8
BB,main,f2,nonop,brier_mean_platt,0.2244896965789786,5
BB,main,f2,nonop,brier_platt_C50,0.3265299392254318,5
BB,main,f2,nonop,brier_platt_C75,0.3265299392254318,5
BB,main,f2,nonop,brier_platt_C90,0.020409211286072298,5
BB,main,f2,nonop,bss_cond_C50,NaN,5
BB,main,f2,nonop,brier_clim_C50,0.16208466857817508,5
BB,main,f2,nonop,brier_climcond_C50,0.0,5
BB,main,f2,nonop,precision_C50_p05,0.0,5
BB,main,f2,nonop,recall_C50_p05,NaN,5
BB,main,f2,nonop,f1_C50_p05,NaN,5
BB,main,f2,nonop,fn_C50_p05,0.0,5
BB,main,f2,nonop,fp_C50_p05,5.0,5
BB,main,f2,nonop,precision_C50_pstar,0.0,5
BB,main,f2,nonop,recall_C50_pstar,NaN,5
BB,main,f2,nonop,f1_C50_pstar,NaN,5
BB,main,f2,nonop,fn_C50_pstar,0.0,5
BB,main,f2,nonop,fp_C50_pstar,5.0,5
BB,main,f2,nonop,bss_cond_C75,NaN,5
BB,main,f2,nonop,brier_clim_C75,0.0379490639230899,5
BB,main,f2,nonop,brier_climcond_C75,0.0,5
BB,main,f2,nonop,precision_C75_p05,0.0,5
BB,main,f2,nonop,recall_C75_p05,NaN,5
BB,main,f2,nonop,f1_C75_p05,NaN,5
BB,main,f2,nonop,fn_C75_p05,0.0,5
BB,main,f2,nonop,fp_C75_p05,5.0,5
BB,main,f2,nonop,precision_C75_pstar,0.0,5
BB,main,f2,nonop,recall_C75_pstar,NaN,5
BB,main,f2,nonop,f1_C75_pstar,NaN,5
BB,main,f2,nonop,fn_C75_pstar,0.0,5
BB,main,f2,nonop,fp_C75_pstar,5.0,5
BB,main,f2,nonop,bss_cond_C90,NaN,5
BB,main,f2,nonop,brier_clim_C90,0.008264462809917356,5
BB,main,f2,nonop,brier_climcond_C90,0.0,5
BB,main,f2,nonop,precision_C90_p05,NaN,5
BB,main,f2,nonop,recall_C90_p05,NaN,5
BB,main,f2,nonop,f1_C90_p05,NaN,5
BB,main,f2,nonop,fn_C90_p05,0.0,5
BB,main,f2,nonop,fp_C90_p05,0.0,5
BB,main,f2,nonop,precision_C90_pstar,0.0,5
BB,main,f2,nonop,recall_C90_pstar,NaN,5
BB,main,f2,nonop,f1_C90_pstar,NaN,5
BB,main,f2,nonop,fn_C90_pstar,0.0,5
BB,main,f2,nonop,fp_C90_pstar,5.0,5
BB,main,f3,all,brier_mean_platt,0.2956313830979903,14
BB,main,f3,all,brier_platt_C50,0.3154621671419918,14
BB,main,f3,all,brier_platt_C75,0.2956313830979903,14
BB,main,f3,all,brier_platt_C90,0.2758005990539887,14
BB,main,f3,all,bss_cond_C50,-1.9579119113316303,14
BB,main,f3,all,brier_clim_C50,0.24571428571428575,14
BB,main,f3,all,brier_climcond_C50,0.1066502913536641,14
BB,main,f3,all,precision_C50_p05,0.0,14
BB,main,f3,all,recall_C50_p05,0.0,14
BB,main,f3,all,f1_C50_p05,0.0,14
BB,main,f3,all,fn_C50_p05,6.0,14
BB,main,f3,all,fp_C50_p05,7.0,14
BB,main,f3,all,precision_C50_pstar,0.0,14
BB,main,f3,all,recall_C50_pstar,0.0,14
BB,main,f3,all,f1_C50_pstar,0.0,14
BB,main,f3,all,fn_C50_pstar,6.0,14
BB,main,f3,all,fp_C50_pstar,7.0,14
BB,main,f3,all,bss_cond_C75,-0.8922006722087121,14
BB,main,f3,all,brier_clim_C75,0.20964726631393302,14
BB,main,f3,all,brier_climcond_C75,0.15623680270280646,14
BB,main,f3,all,precision_C75_p05,0.0,14
BB,main,f3,all,recall_C75_p05,0.0,14
BB,main,f3,all,f1_C75_p05,0.0,14
BB,main,f3,all,fn_C75_p05,4.0,14
BB,main,f3,all,fp_C75_p05,7.0,14
BB,main,f3,all,precision_C75_pstar,0.0,14
BB,main,f3,all,recall_C75_pstar,0.0,14
BB,main,f3,all,f1_C75_pstar,0.0,14
BB,main,f3,all,fn_C75_pstar,4.0,14
BB,main,f3,all,fp_C75_pstar,7.0,14
BB,main,f3,all,bss_cond_C90,-1.4195952184436655,14
BB,main,f3,all,brier_clim_C90,0.12536155202821872,14
BB,main,f3,all,brier_climcond_C90,0.11398625561485008,14
BB,main,f3,all,precision_C90_p05,0.0,14
BB,main,f3,all,recall_C90_p05,0.0,14
BB,main,f3,all,f1_C90_p05,0.0,14
BB,main,f3,all,fn_C90_p05,2.0,14
BB,main,f3,all,fp_C90_p05,7.0,14
BB,main,f3,all,precision_C90_pstar,0.0,14
BB,main,f3,all,recall_C90_pstar,0.0,14
BB,main,f3,all,f1_C90_pstar,0.0,14
BB,main,f3,all,fn_C90_pstar,2.0,14
BB,main,f3,all,fp_C90_pstar,7.0,14
BB,main,f3,op,brier_mean_platt,0.27245746600240905,8
BB,main,f3,op,brier_platt_C50,0.3071613380794118,8
BB,main,f3,op,brier_platt_C75,0.27245746600240905,8
BB,main,f3,op,brier_platt_C90,0.23775359392540635,8
BB,main,f3,op,bss_cond_C50,-0.6457598229597006,8
BB,main,f3,op,brier_clim_C50,0.31,8
BB,main,f3,op,brier_climcond_C50,0.1866380098689122,8
BB,main,f3,op,precision_C50_p05,0.0,8
BB,main,f3,op,recall_C50_p05,0.0,8
BB,main,f3,op,f1_C50_p05,0.0,8
BB,main,f3,op,fn_C50_p05,6.0,8
BB,main,f3,op,fp_C50_p05,1.0,8
BB,main,f3,op,precision_C50_pstar,0.0,8
BB,main,f3,op,recall_C50_pstar,0.0,8
BB,main,f3,op,f1_C50_pstar,0.0,8
BB,main,f3,op,fn_C50_pstar,6.0,8
BB,main,f3,op,fp_C50_pstar,1.0,8
BB,main,f3,op,bss_cond_C75,0.003499957247854346,8
BB,main,f3,op,brier_clim_C75,0.33345679012345675,8
BB,main,f3,op,brier_climcond_C75,0.2734144047299113,8
BB,main,f3,op,precision_C75_p05,0.0,8
BB,main,f3,op,recall_C75_p05,0.0,8
BB,main,f3,op,f1_C75_p05,0.0,8
BB,main,f3,op,fn_C75_p05,4.0,8
BB,main,f3,op,fp_C75_p05,1.0,8
BB,main,f3,op,precision_C75_pstar,0.0,8
BB,main,f3,op,recall_C75_pstar,0.0,8
BB,main,f3,op,f1_C75_pstar,0.0,8
BB,main,f3,op,fn_C75_pstar,4.0,8
BB,main,f3,op,fp_C75_pstar,1.0,8
BB,main,f3,op,bss_cond_C90,-0.19189103805515262,8
BB,main,f3,op,brier_clim_C90,0.2134567901234568,8
BB,main,f3,op,brier_climcond_C90,0.19947594732598764,8
BB,main,f3,op,precision_C90_p05,0.0,8
BB,main,f3,op,recall_C90_p05,0.0,8
BB,main,f3,op,f1_C90_p05,0.0,8
BB,main,f3,op,fn_C90_p05,2.0,8
BB,main,f3,op,fp_C90_p05,1.0,8
BB,main,f3,op,precision_C90_pstar,0.0,8
BB,main,f3,op,recall_C90_pstar,0.0,8
BB,main,f3,op,f1_C90_pstar,0.0,8
BB,main,f3,op,fn_C90_pstar,2.0,8
BB,main,f3,op,fp_C90_pstar,1.0,8
BB,main,f3,nonop,brier_mean_platt,0.3265299392254318,6
BB,main,f3,nonop,brier_platt_C50,0.3265299392254318,6
BB,main,f3,nonop,brier_platt_C75,0.3265299392254318,6
BB,main,f3,nonop,brier_platt_C90,0.3265299392254318,6
BB,main,f3,nonop,bss_cond_C50,NaN,6
BB,main,f3,nonop,brier_clim_C50,0.16000000000000003,6
BB,main,f3,nonop,brier_climcond_C50,0.0,6
BB,main,f3,nonop,precision_C50_p05,0.0,6
BB,main,f3,nonop,recall_C50_p05,NaN,6
BB,main,f3,nonop,f1_C50_p05,NaN,6
BB,main,f3,nonop,fn_C50_p05,0.0,6
BB,main,f3,nonop,fp_C50_p05,6.0,6
BB,main,f3,nonop,precision_C50_pstar,0.0,6
BB,main,f3,nonop,recall_C50_pstar,NaN,6
BB,main,f3,nonop,f1_C50_pstar,NaN,6
BB,main,f3,nonop,fn_C50_pstar,0.0,6
BB,main,f3,nonop,fp_C50_pstar,6.0,6
BB,main,f3,nonop,bss_cond_C75,NaN,6
BB,main,f3,nonop,brier_clim_C75,0.04456790123456789,6
BB,main,f3,nonop,brier_climcond_C75,0.0,6
BB,main,f3,nonop,precision_C75_p05,0.0,6
BB,main,f3,nonop,recall_C75_p05,NaN,6
BB,main,f3,nonop,f1_C75_p05,NaN,6
BB,main,f3,nonop,fn_C75_p05,0.0,6
BB,main,f3,nonop,fp_C75_p05,6.0,6
BB,main,f3,nonop,precision_C75_pstar,0.0,6
BB,main,f3,nonop,recall_C75_pstar,NaN,6
BB,main,f3,nonop,f1_C75_pstar,NaN,6
BB,main,f3,nonop,fn_C75_pstar,0.0,6
BB,main,f3,nonop,fp_C75_pstar,6.0,6
BB,main,f3,nonop,bss_cond_C90,NaN,6
BB,main,f3,nonop,brier_clim_C90,0.007901234567901235,6
BB,main,f3,nonop,brier_climcond_C90,0.0,6
BB,main,f3,nonop,precision_C90_p05,0.0,6
BB,main,f3,nonop,recall_C90_p05,NaN,6
BB,main,f3,nonop,f1_C90_p05,NaN,6
BB,main,f3,nonop,fn_C90_p05,0.0,6
BB,main,f3,nonop,fp_C90_p05,6.0,6
BB,main,f3,nonop,precision_C90_pstar,0.0,6
BB,main,f3,nonop,recall_C90_pstar,NaN,6
BB,main,f3,nonop,f1_C90_pstar,NaN,6
BB,main,f3,nonop,fn_C90_pstar,0.0,6
BB,main,f3,nonop,fp_C90_pstar,6.0,6
BB,main,f4,all,brier_mean_platt,0.06462621646171003,12
BB,main,f4,all,brier_platt_C50,4.799341552020161e-10,12
BB,main,f4,all,brier_platt_C75,0.17687097273650773,12
BB,main,f4,all,brier_platt_C90,0.017007676168688247,12
BB,main,f4,all,bss_cond_C50,0.999999996935589,12
BB,main,f4,all,brier_clim_C50,0.3402366863905326,12
BB,main,f4,all,brier_climcond_C50,0.1566154698555268,12
BB,main,f4,all,precision_C50_p05,1.0,12
BB,main,f4,all,recall_C50_p05,1.0,12
BB,main,f4,all,f1_C50_p05,1.0,12
BB,main,f4,all,fn_C50_p05,0.0,12
BB,main,f4,all,fp_C50_p05,0.0,12
BB,main,f4,all,precision_C50_pstar,1.0,12
BB,main,f4,all,recall_C50_pstar,1.0,12
BB,main,f4,all,f1_C50_pstar,1.0,12
BB,main,f4,all,fn_C50_pstar,0.0,12
BB,main,f4,all,fp_C50_pstar,0.0,12
BB,main,f4,all,bss_cond_C75,-0.25068069826335004,12
BB,main,f4,all,brier_clim_C75,0.13954635108481264,12
BB,main,f4,all,brier_climcond_C75,0.1414197668374545,12
BB,main,f4,all,precision_C75_p05,NaN,12
BB,main,f4,all,recall_C75_p05,0.0,12
BB,main,f4,all,f1_C75_p05,0.0,12
BB,main,f4,all,fn_C75_p05,2.0,12
BB,main,f4,all,fp_C75_p05,0.0,12
BB,main,f4,all,precision_C75_pstar,0.2,12
BB,main,f4,all,recall_C75_pstar,1.0,12
BB,main,f4,all,f1_C75_pstar,0.3333333333333333,12
BB,main,f4,all,fn_C75_pstar,0.0,12
BB,main,f4,all,fp_C75_pstar,8.0,12
BB,main,f4,all,bss_cond_C90,-0.43151484352327896,12
BB,main,f4,all,brier_clim_C90,0.005917159763313611,12
BB,main,f4,all,brier_climcond_C90,0.011880894037276305,12
BB,main,f4,all,precision_C90_p05,NaN,12
BB,main,f4,all,recall_C90_p05,NaN,12
BB,main,f4,all,f1_C90_p05,NaN,12
BB,main,f4,all,fn_C90_p05,0.0,12
BB,main,f4,all,fp_C90_p05,0.0,12
BB,main,f4,all,precision_C90_pstar,0.0,12
BB,main,f4,all,recall_C90_pstar,NaN,12
BB,main,f4,all,f1_C90_pstar,NaN,12
BB,main,f4,all,fn_C90_pstar,0.0,12
BB,main,f4,all,fp_C90_pstar,10.0,12
BB,main,f4,op,brier_mean_platt,0.07050132699625022,11
BB,main,f4,op,brier_platt_C50,4.706765332058934e-10,11
BB,main,f4,op,brier_platt_C75,0.19295015202330223,11
BB,main,f4,op,brier_platt_C90,0.018553828494771905,11
BB,main,f4,op,bss_cond_C50,0.9999999972451413,11
BB,main,f4,op,brier_clim_C50,0.3577192038730501,11
BB,main,f4,op,brier_climcond_C50,0.17085323984239287,11
BB,main,f4,op,precision_C50_p05,1.0,11
BB,main,f4,op,recall_C50_p05,1.0,11
BB,main,f4,op,f1_C50_p05,1.0,11
BB,main,f4,op,fn_C50_p05,0.0,11
BB,main,f4,op,fp_C50_p05,0.0,11
BB,main,f4,op,precision_C50_pstar,1.0,11
BB,main,f4,op,recall_C50_pstar,1.0,11
BB,main,f4,op,f1_C50_pstar,1.0,11
BB,main,f4,op,fn_C50_pstar,0.0,11
BB,main,f4,op,fp_C50_pstar,0.0,11
BB,main,f4,op,bss_cond_C75,-0.2506806979205358,11
BB,main,f4,op,brier_clim_C75,0.14887036040882198,11
BB,main,f4,op,brier_climcond_C75,0.1542761092772231,11
BB,main,f4,op,precision_C75_p05,NaN,11
BB,main,f4,op,recall_C75_p05,0.0,11
BB,main,f4,op,f1_C75_p05,0.0,11
BB,main,f4,op,fn_C75_p05,2.0,11
BB,main,f4,op,fp_C75_p05,0.0,11
BB,main,f4,op,precision_C75_pstar,0.2,11
BB,main,f4,op,recall_C75_pstar,1.0,11
BB,main,f4,op,f1_C75_pstar,0.3333333333333333,11
BB,main,f4,op,fn_C75_pstar,0.0,11
BB,main,f4,op,fp_C75_pstar,8.0,11
BB,main,f4,op,bss_cond_C90,-0.43151483944272173,11
BB,main,f4,op,brier_clim_C90,0.005917159763313611,11
BB,main,f4,op,brier_climcond_C90,0.012960975313392332,11
BB,main,f4,op,precision_C90_p05,NaN,11
BB,main,f4,op,recall_C90_p05,NaN,11
BB,main,f4,op,f1_C90_p05,NaN,11
BB,main,f4,op,fn_C90_p05,0.0,11
BB,main,f4,op,fp_C90_p05,0.0,11
BB,main,f4,op,precision_C90_pstar,0.0,11
BB,main,f4,op,recall_C90_pstar,NaN,11
BB,main,f4,op,f1_C90_pstar,NaN,11
BB,main,f4,op,fn_C90_pstar,0.0,11
BB,main,f4,op,fp_C90_pstar,10.0,11
BB,main,f4,nonop,brier_mean_platt,5.81767997159366e-10,1
BB,main,f4,nonop,brier_platt_C50,5.81767997159366e-10,1
BB,main,f4,nonop,brier_platt_C75,5.81767997159366e-10,1
BB,main,f4,nonop,brier_platt_C90,5.81767997159366e-10,1
BB,main,f4,nonop,bss_cond_C50,NaN,1
BB,main,f4,nonop,brier_clim_C50,0.14792899408284024,1
BB,main,f4,nonop,brier_climcond_C50,0.0,1
BB,main,f4,nonop,precision_C50_p05,NaN,1
BB,main,f4,nonop,recall_C50_p05,NaN,1
BB,main,f4,nonop,f1_C50_p05,NaN,1
BB,main,f4,nonop,fn_C50_p05,0.0,1
BB,main,f4,nonop,fp_C50_p05,0.0,1
BB,main,f4,nonop,precision_C50_pstar,NaN,1
BB,main,f4,nonop,recall_C50_pstar,NaN,1
BB,main,f4,nonop,f1_C50_pstar,NaN,1
BB,main,f4,nonop,fn_C50_pstar,0.0,1
BB,main,f4,nonop,fp_C50_pstar,0.0,1
BB,main,f4,nonop,bss_cond_C75,NaN,1
BB,main,f4,nonop,brier_clim_C75,0.03698224852071006,1
BB,main,f4,nonop,brier_climcond_C75,0.0,1
BB,main,f4,nonop,precision_C75_p05,NaN,1
BB,main,f4,nonop,recall_C75_p05,NaN,1
BB,main,f4,nonop,f1_C75_p05,NaN,1
BB,main,f4,nonop,fn_C75_p05,0.0,1
BB,main,f4,nonop,fp_C75_p05,0.0,1
BB,main,f4,nonop,precision_C75_pstar,NaN,1
BB,main,f4,nonop,recall_C75_pstar,NaN,1
BB,main,f4,nonop,f1_C75_pstar,NaN,1
BB,main,f4,nonop,fn_C75_pstar,0.0,1
BB,main,f4,nonop,fp_C75_pstar,0.0,1
BB,main,f4,nonop,bss_cond_C90,NaN,1
BB,main,f4,nonop,brier_clim_C90,0.00591715976331361,1
BB,main,f4,nonop,brier_climcond_C90,0.0,1
BB,main,f4,nonop,precision_C90_p05,NaN,1
BB,main,f4,nonop,recall_C90_p05,NaN,1
BB,main,f4,nonop,f1_C90_p05,NaN,1
BB,main,f4,nonop,fn_C90_p05,0.0,1
BB,main,f4,nonop,fp_C90_p05,0.0,1
BB,main,f4,nonop,precision_C90_pstar,NaN,1
BB,main,f4,nonop,recall_C90_pstar,NaN,1
BB,main,f4,nonop,f1_C90_pstar,NaN,1
BB,main,f4,nonop,fn_C90_pstar,0.0,1
BB,main,f4,nonop,fp_C90_pstar,0.0,1
BB,main,pooled,all,brier_mean_platt,0.25428903402640174,51
BB,main,pooled,all,brier_platt_C50,0.2158490825604963,51
BB,main,pooled,all,brier_platt_C75,0.3032416872929882,51
BB,main,pooled,all,brier_platt_C90,0.24377633222572073,51
BB,main,pooled,all,bss_cond_C50,-0.6301519924742078,51
BB,main,pooled,all,brier_clim_C50,0.2865662562154306,51
BB,main,pooled,all,brier_climcond_C50,0.13241040317528027,51
BB,main,pooled,all,precision_C50_p05,0.5666666666666667,51
BB,main,pooled,all,recall_C50_p05,0.5483870967741935,51
BB,main,pooled,all,f1_C50_p05,0.5573770491803278,51
BB,main,pooled,all,fn_C50_p05,14.0,51
BB,main,pooled,all,fp_C50_p05,13.0,51
BB,main,pooled,all,precision_C50_pstar,0.5952380952380952,51
BB,main,pooled,all,recall_C50_pstar,0.8064516129032258,51
BB,main,pooled,all,f1_C50_pstar,0.684931506849315,51
BB,main,pooled,all,fn_C50_pstar,6.0,51
BB,main,pooled,all,fp_C50_pstar,17.0,51
BB,main,pooled,all,bss_cond_C75,-0.2886071973843545,51
BB,main,pooled,all,brier_clim_C75,0.28404344293174416,51
BB,main,pooled,all,brier_climcond_C75,0.235325154095457,51
BB,main,pooled,all,precision_C75_p05,0.35,51
BB,main,pooled,all,recall_C75_p05,0.3333333333333333,51
BB,main,pooled,all,f1_C75_p05,0.34146341463414637,51
BB,main,pooled,all,fn_C75_p05,14.0,51
BB,main,pooled,all,fp_C75_p05,13.0,51
BB,main,pooled,all,precision_C75_pstar,0.40476190476190477,51
BB,main,pooled,all,recall_C75_pstar,0.8095238095238095,51
BB,main,pooled,all,f1_C75_pstar,0.5396825396825397,51
BB,main,pooled,all,fn_C75_pstar,4.0,51
BB,main,pooled,all,fp_C75_pstar,25.0,51
BB,main,pooled,all,bss_cond_C90,-0.21634096834509342,51
BB,main,pooled,all,brier_clim_C90,0.21796862139473777,51
BB,main,pooled,all,brier_climcond_C90,0.20041775996198943,51
BB,main,pooled,all,precision_C90_p05,0.0,51
BB,main,pooled,all,recall_C90_p05,0.0,51
BB,main,pooled,all,f1_C90_p05,0.0,51
BB,main,pooled,all,fn_C90_p05,13.0,51
BB,main,pooled,all,fp_C90_p05,7.0,51
BB,main,pooled,all,precision_C90_pstar,0.2619047619047619,51
BB,main,pooled,all,recall_C90_pstar,0.8461538461538461,51
BB,main,pooled,all,f1_C90_pstar,0.4,51
BB,main,pooled,all,fn_C90_pstar,2.0,51
BB,main,pooled,all,fp_C90_pstar,31.0,51
BB,main,pooled,op,brier_mean_platt,0.2631743518567692,37
BB,main,pooled,op,brier_platt_C50,0.1905169170329123,37
BB,main,pooled,op,brier_platt_C75,0.31980211614347936,37
BB,main,pooled,op,brier_platt_C90,0.27920402239391606,37
BB,main,pooled,op,bss_cond_C50,-0.04386175239945023,37
BB,main,pooled,op,brier_clim_C50,0.3351532092391234,37
BB,main,pooled,op,brier_climcond_C50,0.1825116368091701,37
BB,main,pooled,op,precision_C50_p05,0.8947368421052632,37
BB,main,pooled,op,recall_C50_p05,0.5483870967741935,37
BB,main,pooled,op,f1_C50_p05,0.68,37
BB,main,pooled,op,fn_C50_p05,14.0,37
BB,main,pooled,op,fp_C50_p05,2.0,37
BB,main,pooled,op,precision_C50_pstar,0.8620689655172413,37
BB,main,pooled,op,recall_C50_pstar,0.8064516129032258,37
BB,main,pooled,op,f1_C50_pstar,0.8333333333333334,37
BB,main,pooled,op,fn_C50_pstar,6.0,37
BB,main,pooled,op,fp_C50_pstar,4.0,37
BB,main,pooled,op,bss_cond_C75,0.014073523763139528,37
BB,main,pooled,op,brier_clim_C75,0.37565674456450343,37
BB,main,pooled,op,brier_climcond_C75,0.32436710429373805,37
BB,main,pooled,op,precision_C75_p05,0.7777777777777778,37
BB,main,pooled,op,recall_C75_p05,0.3333333333333333,37
BB,main,pooled,op,f1_C75_p05,0.4666666666666667,37
BB,main,pooled,op,fn_C75_p05,14.0,37
BB,main,pooled,op,fp_C75_p05,2.0,37
BB,main,pooled,op,precision_C75_pstar,0.5862068965517241,37
BB,main,pooled,op,recall_C75_pstar,0.8095238095238095,37
BB,main,pooled,op,f1_C75_pstar,0.68,37
BB,main,pooled,op,fn_C75_pstar,4.0,37
BB,main,pooled,op,fp_C75_pstar,12.0,37
BB,main,pooled,op,bss_cond_C90,-0.010687780318798579,37
BB,main,pooled,op,brier_clim_C90,0.29756536460499167,37
BB,main,pooled,op,brier_climcond_C90,0.27625150697463413,37
BB,main,pooled,op,precision_C90_p05,0.0,37
BB,main,pooled,op,recall_C90_p05,0.0,37
BB,main,pooled,op,f1_C90_p05,0.0,37
BB,main,pooled,op,fn_C90_p05,13.0,37
BB,main,pooled,op,fp_C90_p05,1.0,37
BB,main,pooled,op,precision_C90_pstar,0.3793103448275862,37
BB,main,pooled,op,recall_C90_pstar,0.8461538461538461,37
BB,main,pooled,op,f1_C90_pstar,0.5238095238095238,37
BB,main,pooled,op,fn_C90_pstar,2.0,37
BB,main,pooled,op,fp_C90_pstar,18.0,37
BB,main,pooled,nonop,brier_mean_platt,0.23080640833185928,14
BB,main,pooled,nonop,brier_platt_C50,0.2827983771691116,14
BB,main,pooled,nonop,brier_platt_C75,0.2594748396166902,14
BB,main,pooled,nonop,brier_platt_C90,0.15014600820977606,14
BB,main,pooled,nonop,bss_cond_C50,NaN,14
