fold,variant,model,date,datetime,y_true,is_missing,y_mean,y_median,q05,q10,q15,q20,q25,q30,q35,q40,q45,q50,q55,q60,q65,q70,q75,q80,q85,q90,q95
f1,main,M2,2021.07.09,2021.07.09 07:15:00,128.0,false,111.80776248909753,104.40065075662412,73.65365091823793,79.73046521795874,85.21301210833457,89.89734832753199,90.35827568272232,90.42092458368322,96.2719633228138,97.05659687566255,103.3714859219564,104.40065075662412,107.88102193050295,109.76054334956217,110.4630597566215,114.16895759827368,114.4329531474757,114.73337631905471,115.79589704445397,116.30667829934626,126.36468844539134
f1,main,M2,2021.07.09,2021.07.09 07:30:00,150.0,false,97.8203879550732,103.4368862241509,75.69785872230857,77.79162004810802,80.50480458710548,88.51874730798808,90.44497407770127,95.21385133536252,96.56083590644032,101.4503912049472,103.0388652272112,103.4368862241509,106.54916494273759,111.9116101009625,114.62750351675955,118.56504732781427,121.28061551561429,122.99267032086028,124.70418630897471,128.42746994732454,149.03962644018057
f1,main,M2,2021.07.09,2021.07.09 07:45:00,156.0,false,94.74451342760433,106.36820452649515,76.64607405485397,78.90755251319314,79.73428704634755,89.33639874960467,92.16891301383386,94.81147794181356,95.0047881301364,99.37080245934035,100.78102464753569,106.36820452649515,108.4156399774141,115.53297811496935,117.08954472359804,121.66550351675953,123.31364054898368,125.13258189952161,127.6716059153607,133.7702105617563,155.11864026343315
f1,main,M2,2021.07.09,2021.07.09 08:00:00,154.0,false,88.49284802659888,115.07030980945434,75.85514652955408,88.44322475728299,90.4171887216041,94.78495251977812,101.63359266732391,102.90774668697256,107.07278209009249,108.93641110078754,110.44366381542974,115.07030980945434,115.33955482429012,116.28053826391131,117.55386301049201,120.0129644676764,121.37745905394088,123.72990581235445,151.72003271738097,153.1510704950121,177.66826417738235
f1,main,M2,2021.07.09,2021.07.09 08:15:00,170.0,false,89.52263167450654,130.63402703019682,82.4617327723773,95.84815073978115,98.93518798516236,110.04166442668348,117.96137134097992,122.2865350557482,123.2014532480057,129.11600849639632,130.03712465079767,130.63402703019682,131.47546669847333,132.81591968552524,134.73746287028143,139.34899394095734,143.11738372143512,145.1134955431274,145.7567326227499,163.60679390383734,176.65245267497357
f1,main,M2,2021.07.09,2021.07.09 08:30:00,188.0,false,97.45112430058104,138.574941158392,82.44627089733494,107.34391041435309,108.66803305600808,125.2109095481032,125.84897289962194,131.87228248589025,135.27369181596214,135.61860612011264,136.81815158127424,138.574941158392,139.30928884737185,147.34684074186714,154.1299702936003,159.68049104274627,160.64815953432347,166.24012234278754,170.27107842803792,172.18944261678817,184.14038443949937
f1,main,M2,2021.07.09,2021.07.09 08:45:00,183.0,false,100.53134525199704,139.339902793637,85.59153711721349,109.21628640577966,110.12212209214876,126.24901795376178,126.54818559709003,130.38026928845304,135.23395444229513,135.61860612011264,139.19982586363844,139.339902793637,139.56642725700885,147.21635476228988,159.52468726892582,159.90450404651827,160.74413572964946,167.39539309157956,171.39825224037418,172.28318631137185,185.10941683164572
f1,main,M2,2021.07.09,2021.07.09 09:00:00,168.0,false,90.52271526725981,137.56979800840892,89.12979667654784,104.48697377371285,106.46742100743165,115.16382234338043,120.42548148206834,128.27245718493083,132.6328175691245,136.7136095492671,137.05156081652206,137.56979800840892,138.7983920410838,144.44076631253625,146.6469655479364,152.57143721144075,156.0940831139029,160.05204104287733,164.7501096144614,165.59131652427874,179.26826066791307
f1,main,M2,2021.07.09,2021.07.09 09:15:00,163.0,false,94.00565308353958,135.7487789525651,88.85715984252934,106.0863465110898,107.03737579356499,116.3989736868547,120.93608721611659,130.25343156867072,132.1710600559783,133.43787036123754,135.45313286037188,135.7487789525651,139.2995605342433,143.92952450844194,146.60612743352746,151.89437394514113,154.5976535390809,161.7810994632364,165.6089658922832,166.23294810199044,179.6618331950686
f1,main,M2,2021.07.09,2021.07.09 09:30:00,168.0,false,92.19730864108872,139.77794776909943,88.83372825269296,104.00095349736347,106.09117236778604,113.86754182476056,120.51574374495189,126.99780271793179,132.75647707824663,133.65853063052006,133.75136610169628,139.77794776909943,140.8710266591333,143.86728465716686,146.42517888305616,151.84444811052623,154.09934639877574,160.73963417696154,163.83478610543833,165.2079102046734,178.42732928234233
f1,main,M2,2021.07.09,2021.07.09 09:45:00,165.0,false,93.71122562926249,132.45904241657158,88.85715984252934,103.23519807668683,103.27808795922144,115.10624818107758,122.25621424008412,129.19009832728008,130.88786330181415,131.3209571769785,131.9593413782114,132.45904241657158,138.44196258572487,144.08857379791067,145.5245265170223,149.88673308074294,154.14489421310435,160.76797340548055,163.4299067243514,163.75586625303123,180.81293186137742
f1,main,M2,2021.07.09,2021.07.09 10:00:00,139.0,false,61.143292868212306,111.12138012287537,75.19215515161758,78.72947675822871,85.9088053538521,93.73471428369712,98.98988501053893,100.74588803585374,101.10549750564094,106.27536288407619,110.54628799107758,111.12138012287537,114.59212687056737,115.93632332286167,120.05282970891942,123.84266436318266,129.26365444522406,131.56247227151414,139.12872092564152,145.9452969889884,162.76949992016586
f1,main,M2,2021.07.09,2021.07.09 10:15:00,171.0,false,95.47506421596655,135.34276670732712,86.4198919419649,104.70427506197015,106.43762063268652,117.84856687633912,119.37078279226195,133.30057698578878,133.5840257614789,134.20214020077833,135.08286864422757,135.34276670732712,136.54892306757026,147.00435417094036,147.14550438410598,153.3188637880364,153.40567490878007,160.58541616880763,165.31700850108496,166.8253587760313,178.0510119415723
f1,main,M2,2021.07.09,2021.07.09 10:30:00,168.0,false,96.93222521662776,139.4709867267428,86.49410369538691,106.9623551547148,107.35360948166934,117.54188278106257,118.00008781928591,133.27796168139506,134.144426212192,134.81539413844882,137.02837270955624,139.4709867267428,140.84210022590088,145.86571698444894,153.86998713513375,157.14722125138695,158.73601994816445,159.81586063409154,168.19819083886244,170.3497186648937,178.39625394701216
f1,main,M2,2021.07.09,2021.07.09 10:45:00,176.0,false,94.54361990453695,140.24756711322286,86.49410369538691,106.21523295736762,107.96552203248065,116.89565372313662,118.13760910897548,128.4779338716575,132.21918896864318,134.14521255301221,134.58415498415093,140.24756711322286,142.64912042887602,144.36393043572775,146.23413360973422,152.05315235566314,154.46425233220012,161.43081492927706,163.95844102440896,166.17756876459003,179.48978412259262
f1,main,M2,2021.07.09,2021.07.09 11:00:00,163.0,false,96.55239317049393,138.0251570423367,86.49410369538691,105.63212909007771,108.41187031046336,118.36716639705928,119.7471622025848,129.05378489068917,133.65039540313248,134.65459967690234,135.12430000534576,138.0251570423367,141.9835234843491,144.94015774850777,145.04506852672324,155.56952654347987,158.64354993052888,161.0436303122644,163.57753869099344,166.59404288723974,179.05811821756328
f1,main,M2,2021.07.09,2021.07.09 11:15:00,169.0,false,96.08706671435237,138.16547682589245,86.58904618017885,106.65600073100394,107.74324350461903,117.93265279964729,121.05571912009697,130.5267999679683,132.14389856561783,134.65539755365043,136.21436941131253,138.16547682589245,141.20742096365984,143.95385056024327,146.257618918626,154.66784121704154,155.6307439760179,161.6460096939861,166.0507425650525,166.31392098141447,178.38640940474326
f1,main,M2,2021.07.09,2021.07.09 11:30:00,176.0,false,96.68734715240119,136.93574406085037,86.61180495593966,105.95142293412995,106.74869299507631,116.53809016273573,119.48616894349378,130.4142375819569,130.48245297463205,133.92900822995637,135.2306942869388,136.93574406085037,140.77749500744872,147.38668796167565,154.4534980609553,157.18774201089005,160.96816766259926,162.1374066568994,167.1800843273131,168.51595635874457,179.2564965599914
f1,main,M2,2021.07.09,2021.07.09 11:45:00,175.0,false,97.17292698140069,132.76029437057255,86.53759320251766,103.12476655197574,103.18281202530616,116.36558025621694,121.19396942320586,127.90283739502274,129.4693884628349,131.92265832312177,132.32429399012094,132.76029437057255,141.58733957072494,144.72319160902344,146.74186976880182,149.40032064255936,152.07661522469678,160.76788854618374,162.202025784698,162.90721101729557,179.05896894812747
f1,main,M2,2021.07.09,2021.07.09 12:00:00,112.0,false,100.24949297174562,85.29121847223297,57.57432560446342,61.152557096586996,61.931472050172374,68.1485998875012,69.52304093248966,70.80208374446447,75.68693154828446,77.84660193711888,82.50873632287568,85.29121847223297,93.44052567373339,94.11706693639488,96.27132223151887,98.67571087451293,102.93528773491104,103.71938254012152,104.34875923359193,111.99078607175069,125.12810586770989
f1,main,M2,2021.07.09,2021.07.09 12:15:00,90.0,false,87.46903678914484,82.1729496834211,48.431842681641974,55.89358499269582,57.05786720212177,62.17359868105919,62.965363678450025,67.80769779669907,77.12281393115191,78.81500548231635,81.75757848700954,82.1729496834211,84.50685784665325,85.74645571724608,86.79436462546124,90.46513751350672,92.4961726453584,93.01886303098968,96.28993607871536,96.71399566570865,113.99491713547096
f1,main,M2,2021.07.09,2021.07.09 12:30:00,97.0,false,87.43848474605463,83.0412975875606,52.62202740181086,55.83918495049687,55.96968897219226,62.04967467437017,67.63453284922126,69.93209931282509,76.07084892821867,78.05620079063009,82.9869245899869,83.0412975875606,85.74645571724608,86.04201737471456,86.51726964955199,91.51960175787248,92.60427045441324,93.22810970387208,97.60873547777712,98.4123968328254,113.82410108948483
f1,main,M2,2021.07.09,2021.07.09 12:45:00,99.0,false,99.41639854047742,92.82274146942625,59.863155142422904,60.48581538732473,61.37983408221893,64.9353826494648,71.0392161304202,81.19628109795389,85.84377699601231,88.24601792816213,91.377390592283,92.82274146942625,95.70311920797427,96.44434312749584,97.03634405828846,102.7996392562195,103.8595828853694,104.69946207294,105.17004748049808,110.41196081445901,125.11836698754507
f1,main,M2,2021.07.09,2021.07.09 13:00:00,156.0,false,80.85500277838388,122.96934654539251,80.55335949103669,80.93353748767089,84.3684779711598,100.14953865493545,107.48234292200034,110.43791898403144,115.38996462864291,115.55333657308752,116.52793723940351,122.96934654539251,124.52149068460113,127.62939568335632,129.87968906307412,130.62473398508791,134.69444911214657,142.47907122433756,153.91194355427237,156.6142327172234,172.74118865769282
f1,main,M2,2021.07.09,2021.07.09 13:15:00,186.0,false,96.81084697038919,139.13389617368276,86.38615997346565,103.25646199277963,104.28594930013496,115.91423002505054,122.53756113343862,129.52364373650593,129.9334362843906,130.76049425381467,133.0192938275661,139.13389617368276,139.4024796296519,145.2804401026819,145.86771208449494,149.55047744498074,152.44378374289718,158.6342177117811,163.74271908175865,163.85288370787563,177.25813953516274
f1,main,M2,2021.07.09,2021.07.09 13:30:00,185.0,false,94.70707159242198,138.40258177042955,86.38615997346565,105.52064038399918,106.2895285822613,116.62449101581244,120.99779870003344,131.40919190929236,134.04659299448758,134.29814399912493,134.7019906799405,138.40258177042955,139.3990450476242,145.85596522121344,146.92616255508426,153.70877690279497,154.1377775371413,160.24587912725153,164.95535234203427,165.50748073486307,180.83598040130414
f1,main,M2,2021.07.09,2021.07.09 13:45:00,168.0,false,95.28914088201167,138.40258177042955,86.38615997346565,104.40662513329431,105.68437441682629,115.89475696816903,120.69701435460979,129.09145232802942,131.27703125687782,131.89127867426217,134.2122113163236,138.40258177042955,139.14295964688887,143.5447652120582,147.9704178607171,155.0277305935691,157.51846604129594,159.89290378742,164.21296640892027,164.77673262621468,177.64053799501505
f1,main,M2,2021.07.09,2021.07.09 14:00:00,165.0,false,96.84795532478321,137.2099813552823,86.38615997346565,102.92937489331854,105.25501040037817,114.64213063868256,118.20447127825186,131.78362403492463,132.0346575749064,132.340693190647,133.48434503349569,137.2099813552823,139.3710993419886,144.9733917255413,148.59349366771454,150.98546297097602,152.3227095764227,156.091097154908,162.04896083310103,165.15143184170432,176.96975571391715
f1,main,M2,2021.07.09,2021.07.09 14:15:00,182.0,false,94.93039891169474,137.95339189268608,86.38904261488072,102.19083514222255,102.97072123648215,113.4845042301137,118.1969755389351,128.17583714614472,131.74674852144594,131.96703042942997,132.54262036083097,137.95339189268608,139.09837995374454,141.7604055307163,147.84210674646513,151.76008077982215,152.18843462612625,156.51178747783308,160.03329332202472,160.35069839769173,178.05897090361722
f1,main,M2,2021.07.09,2021.07.09 14:30:00,185.0,false,97.1746245787847,139.70181914827936,86.64799601639955,101.55753186356047,103.56582466475481,112.05129386052103,118.35446374440929,126.3705476552577,129.21268633835965,131.142222894473,132.98466397237863,139.70181914827936,139.82902603386177,142.12075402527353,150.3246998833287,152.8675418383735,155.5781793198235,155.7118329137828,160.63673335387335,160.7980782275564,176.83770363564165
f1,main,M2,2021.07.09,2021.07.09 14:45:00,192.0,false,91.96522959920918,132.5852838255535,86.64799601639955,97.49897539560699,99.7906301809645,108.39279139804182,117.21104992711143,123.51538479226232,125.80135584998565,130.81448558103628,131.00181971243657,132.5852838255535,138.22810949196236,140.10026548774417,143.40665300372032,143.7794583059036,143.95869174569012,146.50004687861428,154.60020476413945,158.52405659010716,175.83325589845307
f1,main,M2,2021.07.09,2021.07.09 15:00:00,153.0,false,71.6790068253644,113.41618641061541,80.61481257364012,82.41257065545221,84.20781626209937,88.47220383763393,94.20237118320114,98.42084118145189,102.71696877203853,108.35546046772107,109.47419509033936,113.41618641061541,114.42842501859734,118.08893423487596,121.42527526122083,123.15872510579821,124.48767139395717,126.01185884720107,134.61337037183606,136.39037929049437,157.11667858368597
f1,main,M2,2021.07.09,2021.07.09 15:15:00,149.0,false,43.87970362055525,111.89367531909103,46.220897511973526,64.2662373110357,65.02162074194348,65.82870920994762,81.15409322875449,85.17738400462541,85.52443746082491,85.67836826208642,94.7625287458236,111.89367531909103,112.84677748441685,115.1561390135729,120.255877116145,120.38280793849677,120.94214137854902,129.94674645308518,141.2518100433805,155.41314207130017,170.1460933962743
f1,main,M2,2021.07.09,2021.07.09 15:30:00,179.0,false,72.94499049563116,127.4748380605424,87.06712217744061,93.83489258429962,95.19577594637573,99.93059761562341,113.4060739826916,114.4074561286539,114.59470419210268,115.53356226839857,121.67262785530818,127.4748380605424,129.28786135189867,129.36590646491746,130.4399895186339,130.63157431717116,132.72767111426003,142.13595245116986,142.93464544025576,157.27626906690108,175.36134326358453
f1,main,M2,2021.07.09,2021.07.09 15:45:00,188.0,false,95.86927296909111,131.67906396072053,86.98426942120173,100.3552428908201,101.79865547143847,115.28697371376172,118.85260557315893,125.0898444221286,126.18633462268217,130.7718772058494,131.58877022989034,131.67906396072053,136.04505219497133,138.49488522107205,148.6297643398905,151.51233405648333,152.1611994077585,158.86982508313622,159.3597673876921,163.36489718302315,181.0504999936549
f1,main,M2,2021.07.09,2021.07.09 16:00:00,176.0,false,98.63296625005977,133.31912543189594,86.6039439252014,99.3663738073047,100.09368134409112,112.48023240606331,119.87540148903513,126.68086007052696,127.39853380695752,130.18273504903428,131.48899282528447,133.31912543189594,136.91313141612784,137.22856158178192,145.88912497765295,147.6722482029021,151.0890762914286,157.3972807493711,160.47123752695256,162.4158929169022,175.74898895574503
f1,main,M2,2021.07.09,2021.07.09 16:15:00,163.0,false,93.48603745059613,126.77428525724916,86.93202031412474,91.89530862394845,97.11182726450598,105.63050090281233,108.43477347141442,119.30416618777569,122.1862661539402,123.55664656756257,123.87243482623649,126.77428525724916,129.22138959413422,130.771769272257,131.16028532760413,131.2593195068069,137.90213865155997,145.52836613300795,154.0037923759422,155.79315811654612,171.47917458129373
f1,main,M2,2021.07.09,2021.07.09 16:30:00,173.0,false,106.74533691855184,129.92916395381926,87.45701142553601,93.29893335568053,97.20494536502397,111.19850785654911,117.31126020257874,121.21138599275726,121.48314159234785,122.01616365534083,125.31707200467193,129.92916395381926,129.94793636648524,131.53767238338733,134.06717625115326,134.7125079053188,138.93284212030892,147.85410702238613,151.04886081075495,158.0409585074735,172.23583018757256
f1,main,M2,2021.07.09,2021.07.09 16:45:00,172.0,false,104.92210108592369,127.12679368736876,87.08717708463308,87.79102890302656,93.38369959234767,109.41235690510184,109.52257850653999,113.83520617906296,117.22410643178533,117.87876041718451,121.50132564425832,127.12679368736876,127.62884209527375,128.4115085270276,129.7599195540902,131.18273912861298,136.20307857612812,147.22826877386456,151.03427203512305,155.66794996751122,172.45382154808826
f1,main,M2,2021.07.09,2021.07.09 17:00:00,124.0,false,99.96235956205375,111.80559585209848,84.25979310140535,85.92340872720565,91.4631298047578,101.23526644127644,103.78246532059438,104.4053147451873,107.44238217026488,109.09825112044638,110.85572297502961,111.80559585209848,112.06574121654005,113.37523193195345,113.52312554587455,113.86610945844977,115.27912741254312,119.68441827356803,122.13758422090986,127.60461508509181,134.98978007978712
f1,main,M2,2021.07.09,2021.07.09 17:15:00,120.0,false,112.5634585179967,107.55527601461043,87.0861186782863,90.82415305938486,91.93380327180354,92.31814360921435,97.24710703429514,101.08654265256517,103.44861235378478,105.43080147591802,106.48698885863953,107.55527601461043,107.58119543950505,109.20577230718108,109.35096893970088,110.15400581214683,111.02891339940258,112.01762207808709,117.04568853104644,117.96724305182862,128.79072665282624
f1,main,M2,2021.07.09,2021.07.09 17:30:00,163.0,false,102.97745944628333,119.01276710256158,79.28064890469695,91.75942129227873,94.04560658461546,99.86609970584404,101.79889838847629,110.48048829511683,111.0805318634789,113.13489021463073,113.60503779678073,119.01276710256158,122.0344993379089,122.18267046303802,132.81267402091294,133.53475499670247,133.79377546537654,137.252868175869,141.79951791091287,149.63982523439864,168.34778219861838
f1,main,M2,2021.07.09,2021.07.09 17:45:00,165.0,false,110.66046726891575,125.56522426097021,87.47050660105562,89.81845536161926,93.40251394164508,114.76022577497524,114.81552455940856,116.25954006929179,119.88527818566317,121.86573810094676,122.16251928618799,125.56522426097021,126.41876867794092,126.61283551553079,131.9231830660504,134.711073607052,137.81336326091372,147.6372042184165,149.4184882653045,159.93826688016415,182.60828724067042
f1,main,M2,2021.07.09,2021.07.09 18:00:00,168.0,false,110.42585844577502,122.99528951200931,87.08555519100835,87.46762395964055,92.62528238275253,112.14959275070112,113.55975193890397,113.59264921854127,115.26401915357809,115.34177124995931,116.36443691274559,122.99528951200931,125.3958793934763,128.7516775239586,132.27217498137148,132.64265306812837,136.5021422920003,147.49734326019183,149.8880690052426,163.19615516472436,179.09538074648216
f1,main,M2,2021.07.09,2021.07.09 18:15:00,174.0,false,114.24588779534952,124.4309113180306,87.46762395964055,89.85607638717049,92.61599272919482,112.18720482852402,114.52586010700176,114.93994864178985,117.1004907547534,119.96807733538809,123.44412598951529,124.4309113180306,127.65285296723435,127.76932394614606,127.9610949408042,130.33308901662753,136.3612332802288,149.7778068200204,150.31822326526202,162.4721564133631,176.84767777182736
f1,main,M2,2021.07.09,2021.07.09 18:30:00,173.0,false,103.4211414032213,118.03504712196931,83.02447391441297,93.13581450884134,93.24130067645346,104.76052581057435,111.4513158844492,112.14727578613555,112.43010695295192,113.80998488319483,116.00617259449172,118.03504712196931,126.85423983462347,128.61882172378424,130.5905286928031,132.9208343331366,134.13073650663318,140.96277158602484,150.79733199391822,153.73085299335935,172.2318937685356
f1,main,M2,2021.07.09,2021.07.09 18:45:00,163.0,false,103.93636769845753,117.97933115702041,83.00171513865216,92.42125333195774,94.37048361850775,105.28880567820755,110.58153747262952,112.39846462786969,113.3597268156554,114.28768901349352,116.2767857334904,117.97933115702041,127.19236046870415,128.61882172378424,130.88080001784985,134.9684742780943,135.26436899062756,138.6090295948214,140.37972141646517,156.54568310079063,170.47678599979173
f1,main,M2,2021.07.09,2021.07.09 19:00:00,140.0,false,100.40157554737499,114.16878167979209,80.92472267043567,90.86919765517908,92.41506273751695,94.56437606454772,104.17534636030413,107.46810497346506,107.97172615284333,108.92666190163494,111.71804385900288,114.16878167979209,115.7304109907624,117.59693705535435,123.51856439957545,126.76438663811567,131.836074167755,135.52262976314697,136.60495657455613,146.65545506071496,165.74290359730705
f1,main,M2,2021.07.09,2021.07.09 19:15:00,134.0,false,81.73414463389304,110.92028734903957,74.18842330861105,78.70386814006214,82.39814276119986,89.47908012376962,93.56102036162983,102.73813902614864,105.36660291369644,105.84443653832562,108.63025936772242,110.92028734903957,111.12358997106568,115.27484990475894,118.12194675285329,118.73052590903366,126.20125509804866,131.21095455362033,135.005140475375,148.69769260421742,165.00941837959016
f1,main,M2,2021.07.09,2021.07.09 19:30:00,139.0,false,76.63560802939614,109.41977174637489,74.58699374794284,78.96282154158096,86.71279421344633,94.17610136104952,94.78371998362104,103.2413225847048,106.13119590418657,106.97242637847867,108.57769973736617,109.41977174637489,112.11644036244604,112.1626344646369,115.6869176128055,120.84632577372261,123.03950794557478,130.8934002880165,135.40433570825567,149.01108981200264,164.983232830106
f1,main,M2,2021.07.09,2021.07.09 19:45:00,123.0,false,84.99434972562804,109.1841988984514,62.984251351064756,68.51984073747839,68.7962859290667,81.7032628828393,90.51143869704093,99.66954244124554,101.49522264720817,107.64321962017904,107.8248775068826,109.1841988984514,109.7427911227277,112.81348071293544,119.36319608218196,120.0336452933754,128.57382816074363,128.72049811264077,128.84546338484557,132.46324036950966,151.03069956154386
f1,main,M2,2021.07.09,2021.07.09 20:00:00,97.0,false,112.21614687447213,109.94670516113162,72.70930257939176,82.28587787922702,85.85267338754862,87.39298532653953,101.95358488979848,103.59679304788392,108.6406003641807,109.09304682752796,109.37717064259769,109.94670516113162,110.25241622964536,110.37970035317757,110.64688830159315,112.44144686427795,112.74136379527383,113.46545167895633,113.52680879891075,115.64119253928114,125.76821929544847
f1,main,M2,2021.07.09,2021.07.09 20:15:00,101.0,false,105.31587915759702,110.20325641331469,59.89423006633132,81.19465836451461,88.49869419583703,88.87811794958662,105.3519647719032,106.90098949463136,107.18110024207836,109.19874625786633,110.12800782481033,110.20325641331469,110.3811687998483,111.06932815166513,114.79623479452026,115.74590529370865,116.11469146740804,116.32823681993898,116.91436872954638,117.76628280435389,135.55573653118978
f1,main,M2,2021.07.09,2021.07.09 20:30:00,106.0,false,104.13271355688882,110.8712265802897,56.12737127463907,81.19465836451461,84.85976460456826,91.44229260191214,105.33593107166907,108.54622874176259,108.64600543130126,108.68011760098493,109.81625624660644,110.8712265802897,112.34727472138455,117.01968112466407,117.0593531111381,117.75799429435078,118.11363423121405,118.54905383831488,118.65451502433098,121.45583961544618,136.21884549591877
f1,main,M2,2021.07.09,2021.07.09 20:45:00,111.0,false,106.13994920444429,109.89272097285698,59.929113172535075,81.0080452921479,89.1875369222356,89.49105573616114,106.05446822023175,107.08771118464003,108.60654749497988,108.954963301532,109.81465549388338,109.89272097285698,110.5027480630596,110.96736355124139,114.88933833841625,114.99433037657857,115.95923473511424,116.64572799559727,117.76141339252136,118.99087225777272,135.5397622962651
f1,main,M2,2021.07.09,2021.07.09 21:00:00,106.0,false,106.03753832227785,110.7773835185727,57.753073324893876,71.43039164040935,83.05290396714092,85.1845381586783,103.40685526301635,105.97649491078792,106.03065129726185,107.87740309881461,108.97412902966708,110.7773835185727,110.84135807524596,111.08180687290293,111.84374900918242,115.5190526055397,115.64549655404313,115.93575962842793,116.2820938834134,117.14740572429714,122.70804445625612
f1,main,M2,2021.07.09,2021.07.09 21:15:00,97.0,false,104.92846901614898,107.00039985551746,64.01629987017245,71.85098358555852,72.56436863747767,80.38824834405378,98.10692686644744,103.34625384525599,103.4986910854905,104.09896665816719,106.5569592192396,107.00039985551746,109.76060746648815,109.8889145339395,110.3906350558352,110.76451919091174,111.45292726909757,111.54518703636495,111.69403056254527,117.09736652298636,121.79469559231228
f1,main,M2,2021.07.09,2021.07.09 21:30:00,101.0,false,108.9121703705728,109.14861967984818,68.45431994503039,71.34407169945227,78.10990577977248,88.1043770016289,99.79361617897186,101.80610036727573,104.18048413524848,106.65374177164048,106.69887492335872,109.14861967984818,109.21948034900208,109.81854772511207,110.76449200223193,111.52403172553508,111.77164623140683,111.77600703297172,112.74106531236352,115.90861711529995,121.08933759403484
f1,main,M2,2021.07.09,2021.07.09 21:45:00,109.0,false,108.0573691308456,110.193570755485,69.42938932427509,75.50839984220669,82.60699480430641,87.17396077722947,100.47885830385484,103.8444227857867,104.30954374487574,107.3364144720489,108.62065999678909,110.193570755485,110.50577463301109,111.07686599766923,111.76393166411755,111.9410429463229,112.67048641402134,113.16406128303915,113.41625668139646,116.14347379399082,121.70448611275579
f1,main,M2,2021.07.09,2021.07.09 22:00:00,91.0,false,96.07821180547047,100.79917517573467,65.53948451884142,72.4726252979246,74.11877396197336,84.66198022263227,94.16128898881982,98.61885432026078,100.00584969753804,100.29471426439405,100.70122214050915,100.79917517573467,101.35477483999651,103.267023742675,103.27574238756517,104.2084259043267,105.46753913382517,105.62536427754911,105.82917590556981,106.23635354329237,113.06179671386585
f1,main,M2,2021.07.09,2021.07.09 22:15:00,102.0,false,108.64694349449059,107.65148928074383,65.88339863793907,79.31343235490966,81.11942856069655,89.94644338242011,98.83835121286516,100.20692894276341,102.82593145362158,105.3383724752947,106.88559948254881,107.65148928074383,107.80814591928929,107.98421535039783,109.01881905695024,109.6039616131316,111.92606912479232,112.37515997249187,113.27972628030251,115.53756392073393,122.64896045522555
f1,main,M2,2021.07.09,2021.07.09 22:30:00,111.0,false,109.27236053292458,108.01270118432328,65.4363296901123,81.84461388814525,82.67401782398898,92.56082434610545,99.83019117409944,99.97645639992247,103.37241742434017,103.6742457979419,107.70023771671768,108.01270118432328,108.58661025199018,109.59612660301916,111.16213311217473,111.626827026384,111.63553445647304,112.93134294424287,113.1721372319333,114.82227822969202,123.48217987007614
f1,main,M2,2021.07.09,2021.07.09 22:45:00,104.0,false,108.6832936823381,107.27306619589248,58.14592678810657,80.66962024337498,82.54180364013844,90.42823086322431,98.38071387558668,99.31246020266252,100.26031066636165,102.04631289718031,103.43566936244625,107.27306619589248,107.37567682592568,108.57663875081172,108.86472055276576,108.90783198604689,110.08855366307807,111.16159905986251,111.35952872988368,111.37824091295185,123.98372128499192
f1,main,M2,2021.07.09,2021.07.09 23:00:00,93.0,false,95.78707010423481,88.44416904584034,56.04486735431842,56.96214183304143,60.217011579997994,61.32281787947749,71.27983006327261,74.29052361003319,86.69614997958205,86.85513678194613,88.0388952627165,88.44416904584034,89.02010402740639,91.02133165291366,91.78860059428926,96.37065822983882,99.23529019458029,101.5924008614584,101.69743678939969,101.76967997974981,122.09221604680509
f1,main,M2,2021.07.09,2021.07.09 23:15:00,100.0,false,92.8110874304585,89.43267915449069,56.138926193694466,56.99035918041035,58.15632490659307,60.728787589903014,70.06624543579164,73.86674819801611,77.3487282218853,87.07557094640755,89.04204607668456,89.43267915449069,89.73655581491468,91.3000273666338,92.15534553843295,96.12577464998171,100.59813150077436,100.6895068473898,101.87203108710641,102.87125171074833,119.31156277889356
f1,main,M2,2021.07.09,2021.07.09 23:30:00,106.0,false,92.19061875025679,86.5550096604493,52.444471719574665,53.566793088741214,55.072424866487,59.92973716772928,69.17747722413188,71.2012570438546,80.98998078743672,81.25730581844827,84.28811000916431,86.5550096604493,86.79344349405388,88.97776875342845,92.04913447524136,92.27944131136435,94.69360879510795,95.92415292556426,96.2726801947008,98.10861145658887,112.50919910315262
f1,main,M2,2021.07.09,2021.07.09 23:45:00,85.0,false,87.0988573435099,79.19716851686438,49.8819443574547,54.13235356954505,59.03905743628252,61.847829516603575,62.29987345703126,66.39583566684055,74.5343286211703,78.78697998511917,79.11183137877953,79.19716851686438,80.98459009740442,81.29759560982392,82.04924844879658,85.74319928183408,86.84251167369165,87.73098167939115,89.1547943224085,89.37597475205516,109.58013719115422
f1,main,M2,2021.07.10,2021.07.10 00:00:00,70.0,false,66.01955968563486,59.62779180322949,25.954632796920055,42.62379379362849,45.21677327595739,45.88104051675185,46.44978153386056,46.65303866990922,48.94930142008892,54.15324020301574,55.67235462401126,59.62779180322949,59.843957916842385,64.91769490138863,65.1618061156415,67.17720416826684,67.66052100596579,69.70363327000487,70.17631624992536,76.78122237269407,82.09748288914439
f1,main,M2,2021.07.10,2021.07.10 00:15:00,62.0,false,65.25384615461735,59.09132829714546,26.939625778548088,41.827170045616526,45.14213274349085,45.305839962584784,45.98402342491699,46.286294694184654,49.946211265402795,55.32426280080794,56.24696431970572,59.09132829714546,60.330046399682,60.92222108220639,69.09970170239752,69.17171832937122,69.26440140648565,70.64353929431512,71.77912570102457,76.37201073404655,81.06604390468456
