model,variant,fold,stratum,metric,value,n
M2,main,f1,op,auc_C50,1.0,10
M2,main,f1,op,n_events_C50,8.0,10
M2,main,f1,op,brier_raw_C75,0.4826290278189944,10
M2,main,f1,op,auc_C75,0.875,10
M2,main,f1,op,n_events_C75,8.0,10
M2,main,f1,op,brier_raw_C90,0.35055636522769584,10
M2,main,f1,op,auc_C90,0.5416666666666666,10
M2,main,f1,op,n_events_C90,4.0,10
M2,main,f1,op,brier_mean_raw,0.3056140476646465,10
M2,main,f1,nonop,peak_mae,74.21795766391519,2
M2,main,f1,nonop,peak_hit2,0.0,2
M2,main,f1,nonop,brier_raw_C50,0.00007944822738724532,2
M2,main,f1,nonop,auc_C50,NaN,2
M2,main,f1,nonop,n_events_C50,0.0,2
M2,main,f1,nonop,brier_raw_C75,0.00018843070823441722,2
M2,main,f1,nonop,auc_C75,NaN,2
M2,main,f1,nonop,n_events_C75,0.0,2
M2,main,f1,nonop,brier_raw_C90,3.89916590991452e-6,2
M2,main,f1,nonop,auc_C90,NaN,2
M2,main,f1,nonop,n_events_C90,0.0,2
M2,main,f1,nonop,brier_mean_raw,0.00009059270051052569,2
M2,main,f2,all,peak_mae,25.42405908729564,13
M2,main,f2,all,peak_hit2,0.3076923076923077,13
M2,main,f2,all,brier_raw_C50,0.013035763497267212,13
M2,main,f2,all,auc_C50,1.0,13
M2,main,f2,all,n_events_C50,7.0,13
M2,main,f2,all,brier_raw_C75,0.09801268308078291,13
M2,main,f2,all,auc_C75,0.9285714285714286,13
M2,main,f2,all,n_events_C75,7.0,13
M2,main,f2,all,brier_raw_C90,0.24002777819481216,13
M2,main,f2,all,auc_C90,0.8333333333333334,13
M2,main,f2,all,n_events_C90,7.0,13
M2,main,f2,all,brier_mean_raw,0.11702540825762078,13
M2,main,f2,op,peak_mae,17.091232430650635,8
M2,main,f2,op,peak_hit2,0.5,8
M2,main,f2,op,brier_raw_C50,0.017997867711454212,8
M2,main,f2,op,auc_C50,1.0,8
M2,main,f2,op,n_events_C50,7.0,8
M2,main,f2,op,brier_raw_C75,0.13945668941463202,8
M2,main,f2,op,auc_C75,1.0,8
M2,main,f2,op,n_events_C75,7.0,8
M2,main,f2,op,brier_raw_C90,0.3482543550978188,8
M2,main,f2,op,auc_C90,1.0,8
M2,main,f2,op,n_events_C90,7.0,8
M2,main,f2,op,brier_mean_raw,0.16856963740796838,8
M2,main,f2,nonop,peak_mae,38.75658173792765,5
M2,main,f2,nonop,peak_hit2,0.0,5
M2,main,f2,nonop,brier_raw_C50,0.005096396754568011,5
M2,main,f2,nonop,auc_C50,NaN,5
M2,main,f2,nonop,n_events_C50,0.0,5
M2,main,f2,nonop,brier_raw_C75,0.03170227294662433,5
M2,main,f2,nonop,auc_C75,NaN,5
M2,main,f2,nonop,n_events_C75,0.0,5
M2,main,f2,nonop,brier_raw_C90,0.0668652551500016,5
M2,main,f2,nonop,auc_C90,NaN,5
M2,main,f2,nonop,n_events_C90,0.0,5
M2,main,f2,nonop,brier_mean_raw,0.034554641617064646,5
M2,main,f3,all,peak_mae,11.585958089775245,14
M2,main,f3,all,peak_hit2,0.07142857142857142,14
M2,main,f3,all,brier_raw_C50,0.0786011611862237,14
M2,main,f3,all,auc_C50,0.8958333333333334,14
M2,main,f3,all,n_events_C50,6.0,14
M2,main,f3,all,brier_raw_C75,0.18180281792458622,14
M2,main,f3,all,auc_C75,0.825,14
M2,main,f3,all,n_events_C75,4.0,14
M2,main,f3,all,brier_raw_C90,0.2923427500192774,14
M2,main,f3,all,auc_C90,0.6666666666666666,14
M2,main,f3,all,n_events_C90,2.0,14
M2,main,f3,all,brier_mean_raw,0.1842489097100291,14
M2,main,f3,op,peak_mae,17.434732288013713,8
M2,main,f3,op,peak_hit2,0.125,8
M2,main,f3,op,brier_raw_C50,0.13714290619436653,8
M2,main,f3,op,auc_C50,0.5833333333333334,8
M2,main,f3,op,n_events_C50,6.0,8
M2,main,f3,op,brier_raw_C75,0.3180522443247463,8
M2,main,f3,op,auc_C75,0.5625,8
M2,main,f3,op,n_events_C75,4.0,8
M2,main,f3,op,brier_raw_C90,0.5114646965435243,8
M2,main,f3,op,auc_C90,0.3333333333333333,8
M2,main,f3,op,n_events_C90,2.0,8
M2,main,f3,op,brier_mean_raw,0.322219949020879,8
M2,main,f3,nonop,peak_mae,3.787592492123951,6
M2,main,f3,nonop,peak_hit2,0.0,6
M2,main,f3,nonop,brier_raw_C50,0.0005455011753665742,6
M2,main,f3,nonop,auc_C50,NaN,6
M2,main,f3,nonop,n_events_C50,0.0,6
M2,main,f3,nonop,brier_raw_C75,0.00013691605770611533,6
M2,main,f3,nonop,auc_C75,NaN,6
M2,main,f3,nonop,n_events_C75,0.0,6
M2,main,f3,nonop,brier_raw_C90,0.00018015465361493138,6
M2,main,f3,nonop,auc_C90,NaN,6
M2,main,f3,nonop,n_events_C90,0.0,6
M2,main,f3,nonop,brier_mean_raw,0.00028752396222920694,6
M2,main,f4,all,peak_mae,9.376155281514544,12
M2,main,f4,all,peak_hit2,0.08333333333333333,12
M2,main,f4,all,brier_raw_C50,0.004647445705028774,12
M2,main,f4,all,auc_C50,1.0,12
M2,main,f4,all,n_events_C50,10.0,12
M2,main,f4,all,brier_raw_C75,0.4410189575259796,12
M2,main,f4,all,auc_C75,0.45,12
M2,main,f4,all,n_events_C75,2.0,12
M2,main,f4,all,brier_raw_C90,0.2791223424536811,12
M2,main,f4,all,auc_C90,NaN,12
M2,main,f4,all,n_events_C90,0.0,12
M2,main,f4,all,brier_mean_raw,0.24159624856156317,12
M2,main,f4,op,peak_mae,10.220184873024277,11
M2,main,f4,op,peak_hit2,0.09090909090909091,11
M2,main,f4,op,brier_raw_C50,0.005069759360530557,11
M2,main,f4,op,auc_C50,1.0,11
M2,main,f4,op,n_events_C50,10.0,11
M2,main,f4,op,brier_raw_C75,0.4811115894738896,11
M2,main,f4,op,auc_C75,0.3888888888888889,11
M2,main,f4,op,n_events_C75,2.0,11
M2,main,f4,op,brier_raw_C90,0.3044970880976714,11
M2,main,f4,op,auc_C90,NaN,11
M2,main,f4,op,n_events_C90,0.0,11
M2,main,f4,op,brier_mean_raw,0.2635594789773639,11
M2,main,f4,nonop,peak_mae,0.09182977490748101,1
M2,main,f4,nonop,peak_hit2,0.0,1
M2,main,f4,nonop,brier_raw_C50,1.9954945091569464e-6,1
M2,main,f4,nonop,auc_C50,NaN,1
M2,main,f4,nonop,n_events_C50,0.0,1
M2,main,f4,nonop,brier_raw_C75,6.098969615221985e-9,1
M2,main,f4,nonop,auc_C75,NaN,1
M2,main,f4,nonop,n_events_C75,0.0,1
M2,main,f4,nonop,brier_raw_C90,1.4036978779977558e-7,1
M2,main,f4,nonop,auc_C90,NaN,1
M2,main,f4,nonop,n_events_C90,0.0,1
M2,main,f4,nonop,brier_mean_raw,7.139877555239813e-7,1
M2,main,pooled,all,peak_mae,17.018958255095708,51
M2,main,pooled,all,peak_hit2,0.1568627450980392,51
M2,main,pooled,all,brier_raw_C50,0.04239954757763174,51
M2,main,pooled,all,auc_C50,0.9693548387096774,51
M2,main,pooled,all,n_events_C50,31.0,51
M2,main,pooled,all,brier_raw_C75,0.2732999796257363,51
M2,main,pooled,all,auc_C75,0.7111111111111111,51
M2,main,pooled,all,n_events_C75,21.0,51
M2,main,pooled,all,brier_raw_C90,0.2758470426834391,51
M2,main,pooled,all,auc_C90,0.6194331983805668,51
M2,main,pooled,all,n_events_C90,13.0,51
M2,main,pooled,all,brier_mean_raw,0.19718218996226908,51
M2,main,pooled,op,peak_mae,13.592720601750306,37
M2,main,pooled,op,peak_hit2,0.21621621621621623,37
M2,main,pooled,op,brier_raw_C50,0.05766110928878095,37
M2,main,pooled,op,auc_C50,0.8978494623655914,37
M2,main,pooled,op,n_events_C50,31.0,37
M2,main,pooled,op,brier_raw_C75,0.37239430357615555,37
M2,main,pooled,op,auc_C75,0.5267857142857143,37
M2,main,pooled,op,n_events_C75,21.0,37
M2,main,pooled,op,brier_raw_C90,0.3711563252562727,37
M2,main,pooled,op,auc_C90,0.4775641025641026,37
M2,main,pooled,op,n_events_C90,13.0,37
M2,main,pooled,op,brier_mean_raw,0.26707057937373646,37
M2,main,pooled,nonop,peak_mae,26.0740149103657,14
M2,main,pooled,nonop,peak_hit2,0.0,14
M2,main,pooled,nonop,brier_raw_C50,0.0020654201981659395,14
M2,main,pooled,nonop,auc_C50,NaN,14
M2,main,pooled,nonop,n_events_C50,0.0,14
M2,main,pooled,nonop,brier_raw_C75,0.0114078377567712,14
M2,main,pooled,nonop,auc_C75,NaN,14
M2,main,pooled,nonop,n_events_C75,0.0,14
M2,main,pooled,nonop,brier_raw_C90,0.02395822445523609,14
M2,main,pooled,nonop,auc_C90,NaN,14
M2,main,pooled,nonop,n_events_C90,0.0,14
M2,main,pooled,nonop,brier_mean_raw,0.012477160803391075,14
BAT,main,f1,all,peak_mae,12.901931096795538,12
BAT,main,f1,all,peak_hit2,0.25,12
BAT,main,f1,all,brier_raw_C50,0.04808358333333334,12
BAT,main,f1,all,auc_C50,1.0,12
BAT,main,f1,all,n_events_C50,8.0,12
BAT,main,f1,all,brier_raw_C75,0.13240358333333332,12
BAT,main,f1,all,auc_C75,1.0,12
BAT,main,f1,all,n_events_C75,8.0,12
BAT,main,f1,all,brier_raw_C90,0.19111725000000002,12
BAT,main,f1,all,auc_C90,0.59375,12
BAT,main,f1,all,n_events_C90,4.0,12
BAT,main,f1,all,brier_mean_raw,0.12386813888888888,12
BAT,main,f1,op,peak_mae,10.057818111753992,10
BAT,main,f1,op,peak_hit2,0.3,10
BAT,main,f1,op,brier_raw_C50,0.0577003,10
BAT,main,f1,op,auc_C50,1.0,10
BAT,main,f1,op,n_events_C50,8.0,10
BAT,main,f1,op,brier_raw_C75,0.15888429999999998,10
BAT,main,f1,op,auc_C75,1.0,10
BAT,main,f1,op,n_events_C75,8.0,10
BAT,main,f1,op,brier_raw_C90,0.2293407,10
BAT,main,f1,op,auc_C90,0.4583333333333333,10
BAT,main,f1,op,n_events_C90,4.0,10
BAT,main,f1,op,brier_mean_raw,0.14864176666666667,10
BAT,main,f1,nonop,peak_mae,27.122496022003283,2
BAT,main,f1,nonop,peak_hit2,0.0,2
BAT,main,f1,nonop,brier_raw_C50,0.0,2
BAT,main,f1,nonop,auc_C50,NaN,2
BAT,main,f1,nonop,n_events_C50,0.0,2
BAT,main,f1,nonop,brier_raw_C75,0.0,2
BAT,main,f1,nonop,auc_C75,NaN,2
BAT,main,f1,nonop,n_events_C75,0.0,2
BAT,main,f1,nonop,brier_raw_C90,0.0,2
BAT,main,f1,nonop,auc_C90,NaN,2
BAT,main,f1,nonop,n_events_C90,0.0,2
BAT,main,f1,nonop,brier_mean_raw,0.0,2
BAT,main,f2,all,peak_mae,17.39666266517374,13
BAT,main,f2,all,peak_hit2,0.23076923076923078,13
BAT,main,f2,all,brier_raw_C50,0.006163153846153845,13
BAT,main,f2,all,auc_C50,1.0,13
BAT,main,f2,all,n_events_C50,7.0,13
BAT,main,f2,all,brier_raw_C75,0.051355846153846155,13
BAT,main,f2,all,auc_C75,1.0,13
BAT,main,f2,all,n_events_C75,7.0,13
BAT,main,f2,all,brier_raw_C90,0.12823246153846152,13
BAT,main,f2,all,auc_C90,1.0,13
BAT,main,f2,all,n_events_C90,7.0,13
BAT,main,f2,all,brier_mean_raw,0.06191715384615385,13
BAT,main,f2,op,peak_mae,11.991241460475559,8
BAT,main,f2,op,peak_hit2,0.375,8
BAT,main,f2,op,brier_raw_C50,0.010015124999999998,8
BAT,main,f2,op,auc_C50,1.0,8
BAT,main,f2,op,n_events_C50,7.0,8
BAT,main,f2,op,brier_raw_C75,0.08345325,8
BAT,main,f2,op,auc_C75,1.0,8
BAT,main,f2,op,n_events_C75,7.0,8
BAT,main,f2,op,brier_raw_C90,0.20837775,8
BAT,main,f2,op,auc_C90,1.0,8
BAT,main,f2,op,n_events_C90,7.0,8
BAT,main,f2,op,brier_mean_raw,0.10061537499999999,8
BAT,main,f2,nonop,peak_mae,26.045336592690823,5
BAT,main,f2,nonop,peak_hit2,0.0,5
BAT,main,f2,nonop,brier_raw_C50,0.0,5
BAT,main,f2,nonop,auc_C50,NaN,5
BAT,main,f2,nonop,n_events_C50,0.0,5
BAT,main,f2,nonop,brier_raw_C75,0.0,5
BAT,main,f2,nonop,auc_C75,NaN,5
BAT,main,f2,nonop,n_events_C75,0.0,5
BAT,main,f2,nonop,brier_raw_C90,0.0,5
BAT,main,f2,nonop,auc_C90,NaN,5
BAT,main,f2,nonop,n_events_C90,0.0,5
BAT,main,f2,nonop,brier_mean_raw,0.0,5
BAT,main,f3,all,peak_mae,15.9945781432865,14
BAT,main,f3,all,peak_hit2,0.35714285714285715,14
BAT,main,f3,all,brier_raw_C50,0.06456592857142857,14
BAT,main,f3,all,auc_C50,0.9791666666666666,14
BAT,main,f3,all,n_events_C50,6.0,14
BAT,main,f3,all,brier_raw_C75,0.11775564285714286,14
BAT,main,f3,all,auc_C75,1.0,14
BAT,main,f3,all,n_events_C75,4.0,14
BAT,main,f3,all,brier_raw_C90,0.0951157142857143,14
BAT,main,f3,all,auc_C90,0.9166666666666666,14
BAT,main,f3,all,n_events_C90,2.0,14
BAT,main,f3,all,brier_mean_raw,0.09247909523809525,14
BAT,main,f3,op,peak_mae,11.089769622551602,8
BAT,main,f3,op,peak_hit2,0.625,8
BAT,main,f3,op,brier_raw_C50,0.11299037499999999,8
BAT,main,f3,op,auc_C50,0.9166666666666666,8
BAT,main,f3,op,n_events_C50,6.0,8
BAT,main,f3,op,brier_raw_C75,0.206072375,8
BAT,main,f3,op,auc_C75,1.0,8
BAT,main,f3,op,n_events_C75,4.0,8
BAT,main,f3,op,brier_raw_C90,0.1664525,8
BAT,main,f3,op,auc_C90,0.8333333333333334,8
BAT,main,f3,op,n_events_C90,2.0,8
BAT,main,f3,op,brier_mean_raw,0.16183841666666665,8
BAT,main,f3,nonop,peak_mae,22.5343228375997,6
BAT,main,f3,nonop,peak_hit2,0.0,6
BAT,main,f3,nonop,brier_raw_C50,0.0,6
BAT,main,f3,nonop,auc_C50,NaN,6
BAT,main,f3,nonop,n_events_C50,0.0,6
BAT,main,f3,nonop,brier_raw_C75,0.0,6
BAT,main,f3,nonop,auc_C75,NaN,6
BAT,main,f3,nonop,n_events_C75,0.0,6
BAT,main,f3,nonop,brier_raw_C90,0.0,6
BAT,main,f3,nonop,auc_C90,NaN,6
BAT,main,f3,nonop,n_events_C90,0.0,6
BAT,main,f3,nonop,brier_mean_raw,0.0,6
BAT,main,f4,all,peak_mae,11.207679353669114,12
BAT,main,f4,all,peak_hit2,0.16666666666666666,12
BAT,main,f4,all,brier_raw_C50,0.0026505833333333342,12
BAT,main,f4,all,auc_C50,1.0,12
BAT,main,f4,all,n_events_C50,10.0,12
BAT,main,f4,all,brier_raw_C75,0.3249011666666667,12
BAT,main,f4,all,auc_C75,0.6,12
BAT,main,f4,all,n_events_C75,2.0,12
BAT,main,f4,all,brier_raw_C90,0.05513291666666667,12
BAT,main,f4,all,auc_C90,NaN,12
BAT,main,f4,all,n_events_C90,0.0,12
BAT,main,f4,all,brier_mean_raw,0.12756155555555557,12
BAT,main,f4,op,peak_mae,10.5984540349248,11
BAT,main,f4,op,peak_hit2,0.18181818181818182,11
BAT,main,f4,op,brier_raw_C50,0.002891545454545455,11
BAT,main,f4,op,auc_C50,1.0,11
BAT,main,f4,op,n_events_C50,10.0,11
BAT,main,f4,op,brier_raw_C75,0.35443763636363634,11
BAT,main,f4,op,auc_C75,0.5555555555555556,11
BAT,main,f4,op,n_events_C75,2.0,11
BAT,main,f4,op,brier_raw_C90,0.060145000000000004,11
BAT,main,f4,op,auc_C90,NaN,11
BAT,main,f4,op,n_events_C90,0.0,11
BAT,main,f4,op,brier_mean_raw,0.13915806060606062,11
BAT,main,f4,nonop,peak_mae,17.909157859856585,1
BAT,main,f4,nonop,peak_hit2,0.0,1
BAT,main,f4,nonop,brier_raw_C50,0.0,1
BAT,main,f4,nonop,auc_C50,NaN,1
BAT,main,f4,nonop,n_events_C50,0.0,1
BAT,main,f4,nonop,brier_raw_C75,0.0,1
BAT,main,f4,nonop,auc_C75,NaN,1
BAT,main,f4,nonop,n_events_C75,0.0,1
BAT,main,f4,nonop,brier_raw_C90,0.0,1
BAT,main,f4,nonop,auc_C90,NaN,1
BAT,main,f4,nonop,n_events_C90,0.0,1
BAT,main,f4,nonop,brier_mean_raw,0.0,1
BAT,main,pooled,all,peak_mae,14.497961452134227,51
BAT,main,pooled,all,peak_hit2,0.2549019607843137,51
BAT,main,pooled,all,brier_raw_C50,0.03123243137254902,51
BAT,main,pooled,all,auc_C50,0.9709677419354839,51
BAT,main,pooled,all,n_events_C50,31.0,51
BAT,main,pooled,all,brier_raw_C75,0.15301690196078432,51
BAT,main,pooled,all,auc_C75,0.7857142857142857,51
BAT,main,pooled,all,n_events_C75,21.0,51
BAT,main,pooled,all,brier_raw_C90,0.11673811764705881,51
BAT,main,pooled,all,auc_C90,0.9412955465587044,51
BAT,main,pooled,all,n_events_C90,13.0,51
BAT,main,pooled,all,brier_mean_raw,0.10032915032679737,51
BAT,main,pooled,op,peak_mae,10.859709842322433,37
BAT,main,pooled,op,peak_hit2,0.35135135135135137,37
BAT,main,pooled,op,brier_raw_C50,0.0430501081081081,37
BAT,main,pooled,op,auc_C50,0.9032258064516129,37
BAT,main,pooled,op,n_events_C50,31.0,37
BAT,main,pooled,op,brier_raw_C75,0.21091518918918917,37
BAT,main,pooled,op,auc_C75,0.5982142857142857,37
BAT,main,pooled,op,n_events_C75,21.0,37
BAT,main,pooled,op,brier_raw_C90,0.16090929729729728,37
BAT,main,pooled,op,auc_C90,0.907051282051282,37
BAT,main,pooled,op,n_events_C90,13.0,37
BAT,main,pooled,op,brier_mean_raw,0.1382915315315315,37
BAT,main,pooled,nonop,peak_mae,24.113340706636823,14
BAT,main,pooled,nonop,peak_hit2,0.0,14
BAT,main,pooled,nonop,brier_raw_C50,0.0,14
BAT,main,pooled,nonop,auc_C50,NaN,14
BAT,main,pooled,nonop,n_events_C50,0.0,14
BAT,main,pooled,nonop,brier_raw_C75,0.0,14
BAT,main,pooled,nonop,auc_C75,NaN,14
BAT,main,pooled,nonop,n_events_C75,0.0,14
BAT,main,pooled,nonop,brier_raw_C90,0.0,14
BAT,main,pooled,nonop,auc_C90,NaN,14
BAT,main,pooled,nonop,n_events_C90,0.0,14
BAT,main,pooled,nonop,brier_mean_raw,0.0,14
M4,main,f1,all,peak_mae,16.79390608219357,12
M4,main,f1,all,peak_hit2,0.25,12
M4,main,f1,all,brier_raw_C50,0.10561108333333334,12
M4,main,f1,all,auc_C50,1.0,12
M4,main,f1,all,n_events_C50,8.0,12
M4,main,f1,all,brier_raw_C75,0.22923766666666667,12
M4,main,f1,all,auc_C75,1.0,12
M4,main,f1,all,n_events_C75,8.0,12
M4,main,f1,all,brier_raw_C90,0.22770708333333337,12
M4,main,f1,all,auc_C90,0.5625,12
M4,main,f1,all,n_events_C90,4.0,12
M4,main,f1,all,brier_mean_raw,0.1875186111111111,12
M4,main,f1,op,peak_mae,14.224795243392157,10
M4,main,f1,op,peak_hit2,0.3,10
M4,main,f1,op,brier_raw_C50,0.1267333,10
M4,main,f1,op,auc_C50,1.0,10
M4,main,f1,op,n_events_C50,8.0,10
M4,main,f1,op,brier_raw_C75,0.27508520000000003,10
M4,main,f1,op,auc_C75,1.0,10
M4,main,f1,op,n_events_C75,8.0,10
M4,main,f1,op,brier_raw_C90,0.27324850000000006,10
M4,main,f1,op,auc_C90,0.4166666666666667,10
M4,main,f1,op,n_events_C90,4.0,10
M4,main,f1,op,brier_mean_raw,0.2250223333333333,10
M4,main,f1,nonop,peak_mae,29.639460276200644,2
M4,main,f1,nonop,peak_hit2,0.0,2
M4,main,f1,nonop,brier_raw_C50,0.0,2
M4,main,f1,nonop,auc_C50,NaN,2
M4,main,f1,nonop,n_events_C50,0.0,2
M4,main,f1,nonop,brier_raw_C75,0.0,2
M4,main,f1,nonop,auc_C75,NaN,2
M4,main,f1,nonop,n_events_C75,0.0,2
M4,main,f1,nonop,brier_raw_C90,0.0,2
M4,main,f1,nonop,auc_C90,NaN,2
M4,main,f1,nonop,n_events_C90,0.0,2
M4,main,f1,nonop,brier_mean_raw,0.0,2
M4,main,f2,all,peak_mae,22.09433634981269,13
M4,main,f2,all,peak_hit2,0.3076923076923077,13
M4,main,f2,all,brier_raw_C50,0.027010307692307698,13
M4,main,f2,all,auc_C50,1.0,13
M4,main,f2,all,n_events_C50,7.0,13
M4,main,f2,all,brier_raw_C75,0.12231661538461537,13
M4,main,f2,all,auc_C75,1.0,13
M4,main,f2,all,n_events_C75,7.0,13
M4,main,f2,all,brier_raw_C90,0.23203223076923077,13
M4,main,f2,all,auc_C90,1.0,13
M4,main,f2,all,n_events_C90,7.0,13
M4,main,f2,all,brier_mean_raw,0.12711971794871796,13
M4,main,f2,op,peak_mae,19.088017016491367,8
M4,main,f2,op,peak_hit2,0.5,8
M4,main,f2,op,brier_raw_C50,0.04389175,8
M4,main,f2,op,auc_C50,1.0,8
M4,main,f2,op,n_events_C50,7.0,8
M4,main,f2,op,brier_raw_C75,0.19876449999999998,8
M4,main,f2,op,auc_C75,1.0,8
M4,main,f2,op,n_events_C75,7.0,8
M4,main,f2,op,brier_raw_C90,0.377052375,8
M4,main,f2,op,auc_C90,1.0,8
M4,main,f2,op,n_events_C90,7.0,8
M4,main,f2,op,brier_mean_raw,0.20656954166666666,8
M4,main,f2,nonop,peak_mae,26.904447283126807,5
M4,main,f2,nonop,peak_hit2,0.0,5
M4,main,f2,nonop,brier_raw_C50,0.0,5
M4,main,f2,nonop,auc_C50,NaN,5
M4,main,f2,nonop,n_events_C50,0.0,5
M4,main,f2,nonop,brier_raw_C75,0.0,5
M4,main,f2,nonop,auc_C75,NaN,5
M4,main,f2,nonop,n_events_C75,0.0,5
M4,main,f2,nonop,brier_raw_C90,0.0,5
M4,main,f2,nonop,auc_C90,NaN,5
M4,main,f2,nonop,n_events_C90,0.0,5
M4,main,f2,nonop,brier_mean_raw,0.0,5
M4,main,f3,all,peak_mae,18.71803191206879,14
M4,main,f3,all,peak_hit2,0.21428571428571427,14
M4,main,f3,all,brier_raw_C50,0.07165092857142856,14
M4,main,f3,all,auc_C50,0.9583333333333334,14
M4,main,f3,all,n_events_C50,6.0,14
M4,main,f3,all,brier_raw_C75,0.14914885714285714,14
M4,main,f3,all,auc_C75,0.975,14
M4,main,f3,all,n_events_C75,4.0,14
M4,main,f3,all,brier_raw_C90,0.12381842857142857,14
M4,main,f3,all,auc_C90,0.875,14
M4,main,f3,all,n_events_C90,2.0,14
M4,main,f3,all,brier_mean_raw,0.1148727380952381,14
M4,main,f3,op,peak_mae,13.163235674782468,8
M4,main,f3,op,peak_hit2,0.375,8
M4,main,f3,op,brier_raw_C50,0.125389125,8
M4,main,f3,op,auc_C50,0.8333333333333334,8
M4,main,f3,op,n_events_C50,6.0,8
M4,main,f3,op,brier_raw_C75,0.2610104999999999,8
M4,main,f3,op,auc_C75,0.9375,8
M4,main,f3,op,n_events_C75,4.0,8
M4,main,f3,op,brier_raw_C90,0.21668225,8
M4,main,f3,op,auc_C90,0.75,8
M4,main,f3,op,n_events_C90,2.0,8
M4,main,f3,op,brier_mean_raw,0.20102729166666666,8
M4,main,f3,nonop,peak_mae,26.12442689511721,6
M4,main,f3,nonop,peak_hit2,0.0,6
M4,main,f3,nonop,brier_raw_C50,0.0,6
M4,main,f3,nonop,auc_C50,NaN,6
M4,main,f3,nonop,n_events_C50,0.0,6
M4,main,f3,nonop,brier_raw_C75,0.0,6
M4,main,f3,nonop,auc_C75,NaN,6
M4,main,f3,nonop,n_events_C75,0.0,6
M4,main,f3,nonop,brier_raw_C90,0.0,6
M4,main,f3,nonop,auc_C90,NaN,6
M4,main,f3,nonop,n_events_C90,0.0,6
M4,main,f3,nonop,brier_mean_raw,0.0,6
M4,main,f4,all,peak_mae,8.217227438249186,12
M4,main,f4,all,peak_hit2,0.08333333333333333,12
M4,main,f4,all,brier_raw_C50,0.142985,12
M4,main,f4,all,auc_C50,1.0,12
M4,main,f4,all,n_events_C50,10.0,12
M4,main,f4,all,brier_raw_C75,0.13098183333333333,12
M4,main,f4,all,auc_C75,0.55,12
M4,main,f4,all,n_events_C75,2.0,12
M4,main,f4,all,brier_raw_C90,0.0014745,12
M4,main,f4,all,auc_C90,NaN,12
M4,main,f4,all,n_events_C90,0.0,12
M4,main,f4,all,brier_mean_raw,0.09181377777777777,12
M4,main,f4,op,peak_mae,7.458055842337948,11
M4,main,f4,op,peak_hit2,0.09090909090909091,11
M4,main,f4,op,brier_raw_C50,0.15598363636363638,11
M4,main,f4,op,auc_C50,1.0,11
M4,main,f4,op,n_events_C50,10.0,11
M4,main,f4,op,brier_raw_C75,0.14288927272727273,11
M4,main,f4,op,auc_C75,0.5,11
M4,main,f4,op,n_events_C75,2.0,11
M4,main,f4,op,brier_raw_C90,0.0016085454545454543,11
M4,main,f4,op,auc_C90,NaN,11
M4,main,f4,op,n_events_C90,0.0,11
M4,main,f4,op,brier_mean_raw,0.10016048484848485,11
M4,main,f4,nonop,peak_mae,16.5681149932728,1
M4,main,f4,nonop,peak_hit2,0.0,1
M4,main,f4,nonop,brier_raw_C50,0.0,1
M4,main,f4,nonop,auc_C50,NaN,1
M4,main,f4,nonop,n_events_C50,0.0,1
M4,main,f4,nonop,brier_raw_C75,0.0,1
M4,main,f4,nonop,auc_C75,NaN,1
M4,main,f4,nonop,n_events_C75,0.0,1
M4,main,f4,nonop,brier_raw_C90,0.0,1
M4,main,f4,nonop,auc_C90,NaN,1
M4,main,f4,nonop,n_events_C90,0.0,1
M4,main,f4,nonop,brier_mean_raw,0.0,1
M4,main,pooled,all,peak_mae,16.65514552082041,51
M4,main,pooled,all,peak_hit2,0.21568627450980393,51
M4,main,pooled,all,brier_raw_C50,0.0850470588235294,51
M4,main,pooled,all,auc_C50,0.9822580645161291,51
M4,main,pooled,all,n_events_C50,31.0,51
M4,main,pooled,all,brier_raw_C75,0.15687909803921568,51
M4,main,pooled,all,auc_C75,0.9738095238095238,51
M4,main,pooled,all,n_events_C75,21.0,51
M4,main,pooled,all,brier_raw_C90,0.14705992156862746,51
M4,main,pooled,all,auc_C90,0.9412955465587044,51
M4,main,pooled,all,n_events_C90,13.0,51
M4,main,pooled,all,brier_mean_raw,0.12966202614379085,51
M4,main,pooled,op,peak_mae,13.03504292513053,37
M4,main,pooled,op,peak_hit2,0.2972972972972973,37
M4,main,pooled,op,brier_raw_C50,0.11722702702702702,37
M4,main,pooled,op,auc_C50,0.9408602150537635,37
M4,main,pooled,op,n_events_C50,31.0,37
M4,main,pooled,op,brier_raw_C75,0.21623875675675674,37
M4,main,pooled,op,auc_C75,0.9508928571428571,37
M4,main,pooled,op,n_events_C75,21.0,37
M4,main,pooled,op,brier_raw_C90,0.20270421621621618,37
M4,main,pooled,op,auc_C90,0.907051282051282,37
M4,main,pooled,op,n_events_C90,13.0,37
M4,main,pooled,op,brier_mean_raw,0.17872333333333332,37
M4,main,pooled,nonop,peak_mae,26.2225595237151,14
M4,main,pooled,nonop,peak_hit2,0.0,14
M4,main,pooled,nonop,brier_raw_C50,0.0,14
M4,main,pooled,nonop,auc_C50,NaN,14
M4,main,pooled,nonop,n_events_C50,0.0,14
M4,main,pooled,nonop,brier_raw_C75,0.0,14
M4,main,pooled,nonop,auc_C75,NaN,14
M4,main,pooled,nonop,n_events_C75,0.0,14
M4,main,pooled,nonop,brier_raw_C90,0.0,14
M4,main,pooled,nonop,auc_C90,NaN,14
M4,main,pooled,nonop,n_events_C90,0.0,14
